Wed Sep 02 2015 19:02:39 GMT+0800 (CST),,,pageReady,0:100:100
Wed Sep 02 2015 19:11:55 GMT+0800 (CST),,s7w6,focus,
Wed Sep 02 2015 19:11:57 GMT+0800 (CST),,s7w6,label,"N"
Wed Sep 02 2015 19:11:58 GMT+0800 (CST),,s7w7,focus,
Wed Sep 02 2015 19:11:59 GMT+0800 (CST),,s7w8,focus,
Wed Sep 02 2015 19:11:59 GMT+0800 (CST),,s7w9,focus,
Wed Sep 02 2015 19:11:59 GMT+0800 (CST),,s7w10,focus,
Wed Sep 02 2015 19:12:00 GMT+0800 (CST),,s7w11,focus,
Wed Sep 02 2015 19:12:00 GMT+0800 (CST),,s7w12,focus,
Wed Sep 02 2015 19:12:03 GMT+0800 (CST),,s7w11,focus,
Wed Sep 02 2015 19:12:03 GMT+0800 (CST),,s7w11,focus,
Wed Sep 02 2015 19:12:04 GMT+0800 (CST),,s7w11,label,"N"
Wed Sep 02 2015 19:12:04 GMT+0800 (CST),,s7w12,focus,
Wed Sep 02 2015 19:12:07 GMT+0800 (CST),,s7w13,focus,
Wed Sep 02 2015 19:12:08 GMT+0800 (CST),,s7w14,focus,
Wed Sep 02 2015 19:12:08 GMT+0800 (CST),,s7w15,focus,
Wed Sep 02 2015 19:12:09 GMT+0800 (CST),,s7w16,focus,
Wed Sep 02 2015 19:12:14 GMT+0800 (CST),,s7w16,label,"N"
Wed Sep 02 2015 19:12:14 GMT+0800 (CST),,s7w17,focus,
Wed Sep 02 2015 19:12:16 GMT+0800 (CST),,s7w18,focus,
Wed Sep 02 2015 19:12:17 GMT+0800 (CST),,s8w1,focus,
Wed Sep 02 2015 19:12:20 GMT+0800 (CST),,s8w2,focus,
Wed Sep 02 2015 19:12:20 GMT+0800 (CST),,s8w3,focus,
Wed Sep 02 2015 19:12:22 GMT+0800 (CST),,s8w4,focus,
Wed Sep 02 2015 19:12:24 GMT+0800 (CST),,s8w3,focus,
Wed Sep 02 2015 19:12:24 GMT+0800 (CST),,s8w3,focus,
Wed Sep 02 2015 19:12:25 GMT+0800 (CST),,s8w3,label,"D"
Wed Sep 02 2015 19:12:25 GMT+0800 (CST),,s8w4,focus,
Wed Sep 02 2015 19:12:26 GMT+0800 (CST),,s8w5,focus,
Wed Sep 02 2015 19:12:29 GMT+0800 (CST),,s8w6,focus,
Wed Sep 02 2015 19:12:30 GMT+0800 (CST),,s8w7,focus,
Wed Sep 02 2015 19:12:31 GMT+0800 (CST),,s8w8,focus,
Wed Sep 02 2015 19:12:31 GMT+0800 (CST),,s8w9,focus,
Wed Sep 02 2015 19:12:32 GMT+0800 (CST),,s8w10,focus,
Wed Sep 02 2015 19:12:32 GMT+0800 (CST),,s8w11,focus,
Wed Sep 02 2015 19:12:33 GMT+0800 (CST),,s8w12,focus,
Wed Sep 02 2015 19:12:34 GMT+0800 (CST),,s8w13,focus,
Wed Sep 02 2015 19:12:37 GMT+0800 (CST),,s8w14,focus,
Wed Sep 02 2015 19:12:40 GMT+0800 (CST),,s8w12,focus,
Wed Sep 02 2015 19:12:40 GMT+0800 (CST),,s8w12,focus,
Wed Sep 02 2015 19:12:40 GMT+0800 (CST),,s8w12,label,"N"
Wed Sep 02 2015 19:12:41 GMT+0800 (CST),,s8w13,focus,
Wed Sep 02 2015 19:12:42 GMT+0800 (CST),,s8w14,focus,
Wed Sep 02 2015 19:12:44 GMT+0800 (CST),,s8w15,focus,
Wed Sep 02 2015 19:12:44 GMT+0800 (CST),,s8w16,focus,
Wed Sep 02 2015 19:12:45 GMT+0800 (CST),,s8w17,focus,
Wed Sep 02 2015 19:12:46 GMT+0800 (CST),,s8w18,focus,
Wed Sep 02 2015 19:12:46 GMT+0800 (CST),,s8w19,focus,
Wed Sep 02 2015 19:12:48 GMT+0800 (CST),,s8w20,focus,
Wed Sep 02 2015 19:12:48 GMT+0800 (CST),,s8w21,focus,
Wed Sep 02 2015 19:12:48 GMT+0800 (CST),,s8w22,focus,
Wed Sep 02 2015 19:12:49 GMT+0800 (CST),,s8w23,focus,
Wed Sep 02 2015 19:12:49 GMT+0800 (CST),,s8w24,focus,
Wed Sep 02 2015 19:12:49 GMT+0800 (CST),,s8w25,focus,
Wed Sep 02 2015 19:12:50 GMT+0800 (CST),,s8w26,focus,
Wed Sep 02 2015 19:12:50 GMT+0800 (CST),,s8w27,focus,
Wed Sep 02 2015 19:12:50 GMT+0800 (CST),,s8w28,focus,
Wed Sep 02 2015 19:12:51 GMT+0800 (CST),,s8w29,focus,
Wed Sep 02 2015 19:12:51 GMT+0800 (CST),,s8w30,focus,
Wed Sep 02 2015 19:12:52 GMT+0800 (CST),,s8w31,focus,
Wed Sep 02 2015 19:12:52 GMT+0800 (CST),,s8w32,focus,
Wed Sep 02 2015 19:12:53 GMT+0800 (CST),,s8w33,focus,
Wed Sep 02 2015 19:12:53 GMT+0800 (CST),,s8w34,focus,
Wed Sep 02 2015 19:12:53 GMT+0800 (CST),,s8w35,focus,
Wed Sep 02 2015 19:12:54 GMT+0800 (CST),,s8w36,focus,
Wed Sep 02 2015 19:12:57 GMT+0800 (CST),,s8w37,focus,
Wed Sep 02 2015 19:12:57 GMT+0800 (CST),,s9w1,focus,
Wed Sep 02 2015 19:12:57 GMT+0800 (CST),,s9w2,focus,
Wed Sep 02 2015 19:13:01 GMT+0800 (CST),,s9w1,focus,
Wed Sep 02 2015 19:13:01 GMT+0800 (CST),,s9w1,focus,
Wed Sep 02 2015 19:13:01 GMT+0800 (CST),,s9w1,label,"N"
Wed Sep 02 2015 19:13:02 GMT+0800 (CST),,s9w2,focus,
Wed Sep 02 2015 19:13:02 GMT+0800 (CST),,s9w3,focus,
Wed Sep 02 2015 19:13:03 GMT+0800 (CST),,s9w4,focus,
Wed Sep 02 2015 19:13:03 GMT+0800 (CST),,s9w5,focus,
Wed Sep 02 2015 19:13:04 GMT+0800 (CST),,s9w6,focus,
Wed Sep 02 2015 19:13:05 GMT+0800 (CST),,s9w7,focus,
Wed Sep 02 2015 19:13:05 GMT+0800 (CST),,s9w8,focus,
Wed Sep 02 2015 19:13:06 GMT+0800 (CST),,s9w9,focus,
Wed Sep 02 2015 19:13:06 GMT+0800 (CST),,s9w10,focus,
Wed Sep 02 2015 19:13:06 GMT+0800 (CST),,s9w11,focus,
Wed Sep 02 2015 19:13:07 GMT+0800 (CST),,s9w12,focus,
Wed Sep 02 2015 19:13:08 GMT+0800 (CST),,s9w13,focus,
Wed Sep 02 2015 19:13:08 GMT+0800 (CST),,s9w14,focus,
Wed Sep 02 2015 19:13:09 GMT+0800 (CST),,s9w15,focus,
Wed Sep 02 2015 19:13:09 GMT+0800 (CST),,s9w16,focus,
Wed Sep 02 2015 19:13:12 GMT+0800 (CST),,s9w17,focus,
Wed Sep 02 2015 19:13:13 GMT+0800 (CST),,s9w18,focus,
Wed Sep 02 2015 19:13:13 GMT+0800 (CST),,s9w19,focus,
Wed Sep 02 2015 19:13:14 GMT+0800 (CST),,s9w20,focus,
Wed Sep 02 2015 19:13:14 GMT+0800 (CST),,s9w21,focus,
Wed Sep 02 2015 19:13:14 GMT+0800 (CST),,s9w22,focus,
Wed Sep 02 2015 19:13:15 GMT+0800 (CST),,s9w23,focus,
Wed Sep 02 2015 19:13:15 GMT+0800 (CST),,s9w24,focus,
Wed Sep 02 2015 19:13:16 GMT+0800 (CST),,s9w25,focus,
Wed Sep 02 2015 19:13:17 GMT+0800 (CST),,s9w26,focus,
Wed Sep 02 2015 19:13:17 GMT+0800 (CST),,s9w27,focus,
Wed Sep 02 2015 19:13:19 GMT+0800 (CST),,s9w28,focus,
Wed Sep 02 2015 19:13:20 GMT+0800 (CST),,s9w29,focus,
Wed Sep 02 2015 19:13:20 GMT+0800 (CST),,s9w30,focus,
Wed Sep 02 2015 19:13:21 GMT+0800 (CST),,s9w31,focus,
Wed Sep 02 2015 19:13:22 GMT+0800 (CST),,s9w32,focus,
Wed Sep 02 2015 19:13:22 GMT+0800 (CST),,s9w33,focus,
Wed Sep 02 2015 19:13:22 GMT+0800 (CST),,s9w34,focus,
Wed Sep 02 2015 19:13:23 GMT+0800 (CST),,s9w35,focus,
Wed Sep 02 2015 19:13:23 GMT+0800 (CST),,s9w36,focus,
Wed Sep 02 2015 19:13:23 GMT+0800 (CST),,s9w37,focus,
Wed Sep 02 2015 19:13:25 GMT+0800 (CST),,s9w38,focus,
Wed Sep 02 2015 19:13:25 GMT+0800 (CST),,s9w39,focus,
Wed Sep 02 2015 19:13:26 GMT+0800 (CST),,s9w40,focus,
Wed Sep 02 2015 19:13:27 GMT+0800 (CST),,s9w41,focus,
Wed Sep 02 2015 19:13:28 GMT+0800 (CST),,s9w42,focus,
Wed Sep 02 2015 19:13:29 GMT+0800 (CST),,s9w43,focus,
Wed Sep 02 2015 19:13:29 GMT+0800 (CST),,s9w44,focus,
Wed Sep 02 2015 19:13:30 GMT+0800 (CST),,s9w45,focus,
Wed Sep 02 2015 19:13:33 GMT+0800 (CST),,s9w45,label,"N"
Wed Sep 02 2015 19:13:34 GMT+0800 (CST),,s9w46,focus,
Wed Sep 02 2015 19:13:34 GMT+0800 (CST),,s10w1,focus,
Wed Sep 02 2015 19:13:36 GMT+0800 (CST),,s10w2,focus,
Wed Sep 02 2015 19:13:37 GMT+0800 (CST),,s10w3,focus,
Wed Sep 02 2015 19:13:38 GMT+0800 (CST),,s10w4,focus,
Wed Sep 02 2015 19:13:39 GMT+0800 (CST),,s10w4,label,"U"
Wed Sep 02 2015 19:13:40 GMT+0800 (CST),,s10w5,focus,
Wed Sep 02 2015 19:13:46 GMT+0800 (CST),,s10w6,focus,
Wed Sep 02 2015 19:13:47 GMT+0800 (CST),,s10w7,focus,
Wed Sep 02 2015 19:13:47 GMT+0800 (CST),,s10w8,focus,
Wed Sep 02 2015 19:13:48 GMT+0800 (CST),,s10w9,focus,
Wed Sep 02 2015 19:14:13 GMT+0800 (CST),,s10w10,focus,
Wed Sep 02 2015 19:14:14 GMT+0800 (CST),,s10w11,focus,
Wed Sep 02 2015 19:14:15 GMT+0800 (CST),,s10w12,focus,
Wed Sep 02 2015 19:14:16 GMT+0800 (CST),,s10w13,focus,
Wed Sep 02 2015 19:14:17 GMT+0800 (CST),,s10w14,focus,
Wed Sep 02 2015 19:14:17 GMT+0800 (CST),,s10w15,focus,
Wed Sep 02 2015 19:14:18 GMT+0800 (CST),,s10w16,focus,
Wed Sep 02 2015 19:14:18 GMT+0800 (CST),,s10w17,focus,
Wed Sep 02 2015 19:14:21 GMT+0800 (CST),,s10w18,focus,
Wed Sep 02 2015 19:14:23 GMT+0800 (CST),,,submitPage,
