Thu Aug 27 2015 13:45:23 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Thu Aug 27 2015 13:47:55 GMT+0800 (China Standard Time),,s8w5,focus,
Thu Aug 27 2015 13:47:56 GMT+0800 (China Standard Time),,s8w6,focus,
Thu Aug 27 2015 13:47:56 GMT+0800 (China Standard Time),,s8w7,focus,
Thu Aug 27 2015 13:47:56 GMT+0800 (China Standard Time),,s8w8,focus,
Thu Aug 27 2015 13:47:56 GMT+0800 (China Standard Time),,s8w9,focus,
Thu Aug 27 2015 13:47:57 GMT+0800 (China Standard Time),,s8w10,focus,
Thu Aug 27 2015 13:47:57 GMT+0800 (China Standard Time),,s8w11,focus,
Thu Aug 27 2015 13:47:57 GMT+0800 (China Standard Time),,s8w12,focus,
Thu Aug 27 2015 13:47:57 GMT+0800 (China Standard Time),,s8w13,focus,
Thu Aug 27 2015 13:47:58 GMT+0800 (China Standard Time),,s8w14,focus,
Thu Aug 27 2015 13:47:58 GMT+0800 (China Standard Time),,s8w15,focus,
Thu Aug 27 2015 13:48:01 GMT+0800 (China Standard Time),,s8w15,label,"^"
Thu Aug 27 2015 13:48:01 GMT+0800 (China Standard Time),,s8w16,focus,
Thu Aug 27 2015 13:48:02 GMT+0800 (China Standard Time),,s8w17,focus,
Thu Aug 27 2015 13:48:06 GMT+0800 (China Standard Time),,s8w18,focus,
Thu Aug 27 2015 13:48:07 GMT+0800 (China Standard Time),,s8w19,focus,
Thu Aug 27 2015 13:48:07 GMT+0800 (China Standard Time),,s8w20,focus,
Thu Aug 27 2015 13:48:08 GMT+0800 (China Standard Time),,s8w20,label,"^"
Thu Aug 27 2015 13:48:08 GMT+0800 (China Standard Time),,s8w21,focus,
Thu Aug 27 2015 13:48:11 GMT+0800 (China Standard Time),,s8w22,focus,
Thu Aug 27 2015 13:48:11 GMT+0800 (China Standard Time),,s8w23,focus,
Thu Aug 27 2015 13:48:11 GMT+0800 (China Standard Time),,s8w24,focus,
Thu Aug 27 2015 13:48:12 GMT+0800 (China Standard Time),,s8w25,focus,
Thu Aug 27 2015 13:48:13 GMT+0800 (China Standard Time),,s8w26,focus,
Thu Aug 27 2015 13:48:13 GMT+0800 (China Standard Time),,s8w27,focus,
Thu Aug 27 2015 13:48:13 GMT+0800 (China Standard Time),,s8w28,focus,
Thu Aug 27 2015 13:48:14 GMT+0800 (China Standard Time),,s8w29,focus,
Thu Aug 27 2015 13:48:15 GMT+0800 (China Standard Time),,s8w30,focus,
Thu Aug 27 2015 13:48:16 GMT+0800 (China Standard Time),,s8w31,focus,
Thu Aug 27 2015 13:48:17 GMT+0800 (China Standard Time),,s8w32,focus,
Thu Aug 27 2015 13:48:17 GMT+0800 (China Standard Time),,s8w33,focus,
Thu Aug 27 2015 13:48:17 GMT+0800 (China Standard Time),,s8w34,focus,
Thu Aug 27 2015 13:48:18 GMT+0800 (China Standard Time),,s8w35,focus,
Thu Aug 27 2015 13:48:19 GMT+0800 (China Standard Time),,s8w36,focus,
Thu Aug 27 2015 13:48:20 GMT+0800 (China Standard Time),,s8w37,focus,
Thu Aug 27 2015 13:48:21 GMT+0800 (China Standard Time),,s8w38,focus,
Thu Aug 27 2015 13:48:21 GMT+0800 (China Standard Time),,s8w39,focus,
Thu Aug 27 2015 13:48:23 GMT+0800 (China Standard Time),,s8w39,label,"^"
Thu Aug 27 2015 13:48:23 GMT+0800 (China Standard Time),,s8w40,focus,
Thu Aug 27 2015 13:48:23 GMT+0800 (China Standard Time),,s9w1,focus,
Thu Aug 27 2015 13:48:24 GMT+0800 (China Standard Time),,s9w2,focus,
Thu Aug 27 2015 13:48:24 GMT+0800 (China Standard Time),,s9w3,focus,
Thu Aug 27 2015 13:48:25 GMT+0800 (China Standard Time),,s9w4,focus,
Thu Aug 27 2015 13:48:25 GMT+0800 (China Standard Time),,s9w5,focus,
Thu Aug 27 2015 13:48:26 GMT+0800 (China Standard Time),,s9w6,focus,
Thu Aug 27 2015 13:48:26 GMT+0800 (China Standard Time),,s9w7,focus,
Thu Aug 27 2015 13:48:26 GMT+0800 (China Standard Time),,s9w8,focus,
Thu Aug 27 2015 13:48:27 GMT+0800 (China Standard Time),,s9w9,focus,
Thu Aug 27 2015 13:48:27 GMT+0800 (China Standard Time),,s9w10,focus,
Thu Aug 27 2015 13:48:28 GMT+0800 (China Standard Time),,s9w11,focus,
Thu Aug 27 2015 13:48:28 GMT+0800 (China Standard Time),,s9w12,focus,
Thu Aug 27 2015 13:48:28 GMT+0800 (China Standard Time),,s9w13,focus,
Thu Aug 27 2015 13:48:29 GMT+0800 (China Standard Time),,s10w1,focus,
Thu Aug 27 2015 13:48:29 GMT+0800 (China Standard Time),,s10w2,focus,
Thu Aug 27 2015 13:48:29 GMT+0800 (China Standard Time),,s10w3,focus,
Thu Aug 27 2015 13:48:29 GMT+0800 (China Standard Time),,s10w4,focus,
Thu Aug 27 2015 13:48:30 GMT+0800 (China Standard Time),,s10w5,focus,
Thu Aug 27 2015 13:48:30 GMT+0800 (China Standard Time),,s10w6,focus,
Thu Aug 27 2015 13:48:31 GMT+0800 (China Standard Time),,s10w7,focus,
Thu Aug 27 2015 13:48:32 GMT+0800 (China Standard Time),,s11w1,focus,
Thu Aug 27 2015 13:48:33 GMT+0800 (China Standard Time),,s11w2,focus,
Thu Aug 27 2015 13:48:33 GMT+0800 (China Standard Time),,s11w3,focus,
Thu Aug 27 2015 13:48:34 GMT+0800 (China Standard Time),,s11w4,focus,
Thu Aug 27 2015 13:48:34 GMT+0800 (China Standard Time),,s11w5,focus,
Thu Aug 27 2015 13:48:35 GMT+0800 (China Standard Time),,s11w6,focus,
Thu Aug 27 2015 13:48:35 GMT+0800 (China Standard Time),,s11w7,focus,
Thu Aug 27 2015 13:48:36 GMT+0800 (China Standard Time),,s11w8,focus,
Thu Aug 27 2015 13:48:39 GMT+0800 (China Standard Time),,s11w8,label,"^"
Thu Aug 27 2015 13:48:39 GMT+0800 (China Standard Time),,s11w9,focus,
Thu Aug 27 2015 13:48:40 GMT+0800 (China Standard Time),,s11w10,focus,
Thu Aug 27 2015 13:48:41 GMT+0800 (China Standard Time),,s11w10,label,"^"
Thu Aug 27 2015 13:48:42 GMT+0800 (China Standard Time),,s11w11,focus,
Thu Aug 27 2015 13:48:44 GMT+0800 (China Standard Time),,s11w11,label,","
Thu Aug 27 2015 13:48:44 GMT+0800 (China Standard Time),,s11w12,focus,
Thu Aug 27 2015 13:48:45 GMT+0800 (China Standard Time),,s11w12,label,"^"
Thu Aug 27 2015 13:48:45 GMT+0800 (China Standard Time),,s11w13,focus,
Thu Aug 27 2015 13:48:47 GMT+0800 (China Standard Time),,s11w13,label,","
Thu Aug 27 2015 13:48:47 GMT+0800 (China Standard Time),,s11w14,focus,
Thu Aug 27 2015 13:48:50 GMT+0800 (China Standard Time),,s11w14,label,"$"
Thu Aug 27 2015 13:48:50 GMT+0800 (China Standard Time),,s11w15,focus,
Thu Aug 27 2015 13:48:51 GMT+0800 (China Standard Time),,s11w15,label,","
Thu Aug 27 2015 13:48:51 GMT+0800 (China Standard Time),,s11w16,focus,
Thu Aug 27 2015 13:48:52 GMT+0800 (China Standard Time),,s11w17,focus,
Thu Aug 27 2015 13:48:53 GMT+0800 (China Standard Time),,s11w17,label,"^"
Thu Aug 27 2015 13:48:53 GMT+0800 (China Standard Time),,s11w18,focus,
Thu Aug 27 2015 13:48:53 GMT+0800 (China Standard Time),,s11w19,focus,
Thu Aug 27 2015 13:48:56 GMT+0800 (China Standard Time),,s11w20,focus,
Thu Aug 27 2015 13:48:58 GMT+0800 (China Standard Time),,s11w21,focus,
Thu Aug 27 2015 13:48:59 GMT+0800 (China Standard Time),,s11w21,label,"#"
Thu Aug 27 2015 13:49:01 GMT+0800 (China Standard Time),,s11w21,label,"$"
Thu Aug 27 2015 13:49:01 GMT+0800 (China Standard Time),,s11w22,focus,
Thu Aug 27 2015 13:49:02 GMT+0800 (China Standard Time),,s11w22,label,","
Thu Aug 27 2015 13:49:02 GMT+0800 (China Standard Time),,s11w23,focus,
Thu Aug 27 2015 13:49:05 GMT+0800 (China Standard Time),,s11w24,focus,
Thu Aug 27 2015 13:49:06 GMT+0800 (China Standard Time),,s11w25,focus,
Thu Aug 27 2015 13:49:07 GMT+0800 (China Standard Time),,s11w26,focus,
Thu Aug 27 2015 13:49:07 GMT+0800 (China Standard Time),,s11w27,focus,
Thu Aug 27 2015 13:49:08 GMT+0800 (China Standard Time),,s11w28,focus,
Thu Aug 27 2015 13:49:09 GMT+0800 (China Standard Time),,s11w29,focus,
Thu Aug 27 2015 13:49:09 GMT+0800 (China Standard Time),,s11w30,focus,
Thu Aug 27 2015 13:49:10 GMT+0800 (China Standard Time),,s11w31,focus,
Thu Aug 27 2015 13:49:11 GMT+0800 (China Standard Time),,s11w32,focus,
Thu Aug 27 2015 13:49:11 GMT+0800 (China Standard Time),,s11w33,focus,
Thu Aug 27 2015 13:49:12 GMT+0800 (China Standard Time),,s11w34,focus,
Thu Aug 27 2015 13:49:12 GMT+0800 (China Standard Time),,s11w35,focus,
Thu Aug 27 2015 13:49:13 GMT+0800 (China Standard Time),,s11w35,label,"$"
Thu Aug 27 2015 13:49:14 GMT+0800 (China Standard Time),,s11w36,focus,
Thu Aug 27 2015 13:49:15 GMT+0800 (China Standard Time),,s11w36,label,","
Thu Aug 27 2015 13:49:15 GMT+0800 (China Standard Time),,s12w1,focus,
Thu Aug 27 2015 13:49:16 GMT+0800 (China Standard Time),,s12w2,focus,
Thu Aug 27 2015 13:49:16 GMT+0800 (China Standard Time),,s12w3,focus,
Thu Aug 27 2015 13:49:17 GMT+0800 (China Standard Time),,s12w4,focus,
Thu Aug 27 2015 13:49:18 GMT+0800 (China Standard Time),,s12w5,focus,
Thu Aug 27 2015 13:49:18 GMT+0800 (China Standard Time),,s12w6,focus,
Thu Aug 27 2015 13:49:18 GMT+0800 (China Standard Time),,s12w7,focus,
Thu Aug 27 2015 13:49:19 GMT+0800 (China Standard Time),,s12w8,focus,
Thu Aug 27 2015 13:49:19 GMT+0800 (China Standard Time),,s12w9,focus,
Thu Aug 27 2015 13:49:20 GMT+0800 (China Standard Time),,s12w10,focus,
Thu Aug 27 2015 13:49:20 GMT+0800 (China Standard Time),,s12w11,focus,
Thu Aug 27 2015 13:49:21 GMT+0800 (China Standard Time),,s12w12,focus,
Thu Aug 27 2015 13:49:21 GMT+0800 (China Standard Time),,s12w13,focus,
Thu Aug 27 2015 13:49:21 GMT+0800 (China Standard Time),,s12w14,focus,
Thu Aug 27 2015 13:49:22 GMT+0800 (China Standard Time),,s12w15,focus,
Thu Aug 27 2015 13:49:22 GMT+0800 (China Standard Time),,s12w16,focus,
Thu Aug 27 2015 13:49:27 GMT+0800 (China Standard Time),,s12w16,label,"N"
Thu Aug 27 2015 13:49:27 GMT+0800 (China Standard Time),,s12w17,focus,
Thu Aug 27 2015 13:49:28 GMT+0800 (China Standard Time),,s12w18,focus,
Thu Aug 27 2015 13:49:29 GMT+0800 (China Standard Time),,s12w19,focus,
Thu Aug 27 2015 13:49:30 GMT+0800 (China Standard Time),,s12w20,focus,
Thu Aug 27 2015 13:49:30 GMT+0800 (China Standard Time),,s12w21,focus,
Thu Aug 27 2015 13:49:31 GMT+0800 (China Standard Time),,s12w22,focus,
Thu Aug 27 2015 13:49:31 GMT+0800 (China Standard Time),,s12w23,focus,
Thu Aug 27 2015 13:49:32 GMT+0800 (China Standard Time),,s12w24,focus,
Thu Aug 27 2015 13:49:32 GMT+0800 (China Standard Time),,s12w25,focus,
Thu Aug 27 2015 13:49:33 GMT+0800 (China Standard Time),,s12w26,focus,
Thu Aug 27 2015 13:49:33 GMT+0800 (China Standard Time),,s12w27,focus,
Thu Aug 27 2015 13:49:33 GMT+0800 (China Standard Time),,s12w28,focus,
Thu Aug 27 2015 13:49:33 GMT+0800 (China Standard Time),,s12w29,focus,
Thu Aug 27 2015 13:49:34 GMT+0800 (China Standard Time),,s12w30,focus,
Thu Aug 27 2015 13:49:34 GMT+0800 (China Standard Time),,s12w31,focus,
Thu Aug 27 2015 13:49:34 GMT+0800 (China Standard Time),,s12w32,focus,
Thu Aug 27 2015 13:49:34 GMT+0800 (China Standard Time),,s12w33,focus,
Thu Aug 27 2015 13:49:37 GMT+0800 (China Standard Time),,s12w32,focus,
Thu Aug 27 2015 13:49:37 GMT+0800 (China Standard Time),,s12w32,focus,
Thu Aug 27 2015 13:49:39 GMT+0800 (China Standard Time),,s12w32,label,"N"
Thu Aug 27 2015 13:49:39 GMT+0800 (China Standard Time),,s12w33,focus,
Thu Aug 27 2015 13:49:40 GMT+0800 (China Standard Time),,s12w34,focus,
Thu Aug 27 2015 13:49:40 GMT+0800 (China Standard Time),,s12w35,focus,
Thu Aug 27 2015 13:49:41 GMT+0800 (China Standard Time),,s12w36,focus,
Thu Aug 27 2015 13:49:41 GMT+0800 (China Standard Time),,s12w37,focus,
Thu Aug 27 2015 13:49:41 GMT+0800 (China Standard Time),,s12w38,focus,
Thu Aug 27 2015 13:49:42 GMT+0800 (China Standard Time),,s12w39,focus,
Thu Aug 27 2015 13:49:42 GMT+0800 (China Standard Time),,s12w40,focus,
Thu Aug 27 2015 13:49:42 GMT+0800 (China Standard Time),,s12w41,focus,
Thu Aug 27 2015 13:49:42 GMT+0800 (China Standard Time),,s12w42,focus,
Thu Aug 27 2015 13:49:43 GMT+0800 (China Standard Time),,s12w43,focus,
Thu Aug 27 2015 13:49:43 GMT+0800 (China Standard Time),,s12w44,focus,
Thu Aug 27 2015 13:49:43 GMT+0800 (China Standard Time),,s12w45,focus,
Thu Aug 27 2015 13:49:43 GMT+0800 (China Standard Time),,s12w46,focus,
Thu Aug 27 2015 13:49:44 GMT+0800 (China Standard Time),,s12w47,focus,
Thu Aug 27 2015 13:49:44 GMT+0800 (China Standard Time),,s12w48,focus,
Thu Aug 27 2015 13:49:44 GMT+0800 (China Standard Time),,s13w1,focus,
Thu Aug 27 2015 13:49:44 GMT+0800 (China Standard Time),,s13w2,focus,
Thu Aug 27 2015 13:49:45 GMT+0800 (China Standard Time),,s13w3,focus,
Thu Aug 27 2015 13:49:45 GMT+0800 (China Standard Time),,s13w4,focus,
Thu Aug 27 2015 13:49:46 GMT+0800 (China Standard Time),,s13w5,focus,
Thu Aug 27 2015 13:49:46 GMT+0800 (China Standard Time),,s13w6,focus,
Thu Aug 27 2015 13:49:46 GMT+0800 (China Standard Time),,s13w7,focus,
Thu Aug 27 2015 13:49:47 GMT+0800 (China Standard Time),,s13w8,focus,
Thu Aug 27 2015 13:49:47 GMT+0800 (China Standard Time),,s13w9,focus,
Thu Aug 27 2015 13:49:48 GMT+0800 (China Standard Time),,s13w10,focus,
Thu Aug 27 2015 13:49:48 GMT+0800 (China Standard Time),,s13w11,focus,
Thu Aug 27 2015 13:49:48 GMT+0800 (China Standard Time),,s13w12,focus,
Thu Aug 27 2015 13:49:48 GMT+0800 (China Standard Time),,s13w13,focus,
Thu Aug 27 2015 13:49:49 GMT+0800 (China Standard Time),,s13w14,focus,
Thu Aug 27 2015 13:49:49 GMT+0800 (China Standard Time),,s13w15,focus,
Thu Aug 27 2015 13:49:49 GMT+0800 (China Standard Time),,s13w16,focus,
Thu Aug 27 2015 13:49:49 GMT+0800 (China Standard Time),,s14w1,focus,
Thu Aug 27 2015 13:49:50 GMT+0800 (China Standard Time),,s14w2,focus,
Thu Aug 27 2015 13:49:50 GMT+0800 (China Standard Time),,s14w3,focus,
Thu Aug 27 2015 13:49:50 GMT+0800 (China Standard Time),,s14w4,focus,
Thu Aug 27 2015 13:49:51 GMT+0800 (China Standard Time),,s14w5,focus,
Thu Aug 27 2015 13:49:51 GMT+0800 (China Standard Time),,s14w6,focus,
Thu Aug 27 2015 13:49:51 GMT+0800 (China Standard Time),,s14w7,focus,
Thu Aug 27 2015 13:49:52 GMT+0800 (China Standard Time),,s14w8,focus,
Thu Aug 27 2015 13:49:52 GMT+0800 (China Standard Time),,s14w9,focus,
Thu Aug 27 2015 13:49:52 GMT+0800 (China Standard Time),,s14w10,focus,
Thu Aug 27 2015 13:49:52 GMT+0800 (China Standard Time),,s14w11,focus,
Thu Aug 27 2015 13:49:53 GMT+0800 (China Standard Time),,s14w12,focus,
Thu Aug 27 2015 13:49:53 GMT+0800 (China Standard Time),,s14w13,focus,
Thu Aug 27 2015 13:49:53 GMT+0800 (China Standard Time),,s14w14,focus,
Thu Aug 27 2015 13:49:54 GMT+0800 (China Standard Time),,s14w15,focus,
Thu Aug 27 2015 13:49:54 GMT+0800 (China Standard Time),,s14w16,focus,
Thu Aug 27 2015 13:49:55 GMT+0800 (China Standard Time),,s14w17,focus,
Thu Aug 27 2015 13:49:56 GMT+0800 (China Standard Time),,s14w18,focus,
Thu Aug 27 2015 13:49:56 GMT+0800 (China Standard Time),,s14w19,focus,
Thu Aug 27 2015 13:49:56 GMT+0800 (China Standard Time),,s14w20,focus,
Thu Aug 27 2015 13:49:56 GMT+0800 (China Standard Time),,s14w21,focus,
Thu Aug 27 2015 13:49:57 GMT+0800 (China Standard Time),,s14w22,focus,
Thu Aug 27 2015 13:49:57 GMT+0800 (China Standard Time),,s14w23,focus,
Thu Aug 27 2015 13:49:57 GMT+0800 (China Standard Time),,s14w24,focus,
Thu Aug 27 2015 13:49:58 GMT+0800 (China Standard Time),,s14w25,focus,
Thu Aug 27 2015 13:49:58 GMT+0800 (China Standard Time),,s14w26,focus,
Thu Aug 27 2015 13:49:58 GMT+0800 (China Standard Time),,s14w27,focus,
Thu Aug 27 2015 13:49:59 GMT+0800 (China Standard Time),,s14w28,focus,
Thu Aug 27 2015 13:49:59 GMT+0800 (China Standard Time),,s14w29,focus,
Thu Aug 27 2015 13:49:59 GMT+0800 (China Standard Time),,s14w30,focus,
Thu Aug 27 2015 13:50:00 GMT+0800 (China Standard Time),,s14w31,focus,
Thu Aug 27 2015 13:50:00 GMT+0800 (China Standard Time),,s14w32,focus,
Thu Aug 27 2015 13:50:00 GMT+0800 (China Standard Time),,s14w33,focus,
Thu Aug 27 2015 13:50:01 GMT+0800 (China Standard Time),,s14w34,focus,
Thu Aug 27 2015 13:50:01 GMT+0800 (China Standard Time),,s14w35,focus,
Thu Aug 27 2015 13:50:02 GMT+0800 (China Standard Time),,s14w35,label,"^"
Thu Aug 27 2015 13:50:02 GMT+0800 (China Standard Time),,s14w36,focus,
Thu Aug 27 2015 13:50:03 GMT+0800 (China Standard Time),,s14w37,focus,
Thu Aug 27 2015 13:50:03 GMT+0800 (China Standard Time),,s14w38,focus,
Thu Aug 27 2015 13:50:03 GMT+0800 (China Standard Time),,s14w39,focus,
Thu Aug 27 2015 13:50:06 GMT+0800 (China Standard Time),,s14w37,focus,
Thu Aug 27 2015 13:50:06 GMT+0800 (China Standard Time),,s14w37,focus,
Thu Aug 27 2015 13:50:07 GMT+0800 (China Standard Time),,s14w37,label,"^"
Thu Aug 27 2015 13:50:07 GMT+0800 (China Standard Time),,s14w38,focus,
Thu Aug 27 2015 13:50:07 GMT+0800 (China Standard Time),,s14w39,focus,
Thu Aug 27 2015 13:50:08 GMT+0800 (China Standard Time),,s14w40,focus,
Thu Aug 27 2015 13:50:08 GMT+0800 (China Standard Time),,s14w41,focus,
Thu Aug 27 2015 13:50:08 GMT+0800 (China Standard Time),,s14w42,focus,
Thu Aug 27 2015 13:50:09 GMT+0800 (China Standard Time),,s14w43,focus,
Thu Aug 27 2015 13:50:09 GMT+0800 (China Standard Time),,s14w44,focus,
Thu Aug 27 2015 13:50:09 GMT+0800 (China Standard Time),,s14w45,focus,
Thu Aug 27 2015 13:50:10 GMT+0800 (China Standard Time),,s14w46,focus,
Thu Aug 27 2015 13:50:10 GMT+0800 (China Standard Time),,s14w47,focus,
Thu Aug 27 2015 13:50:10 GMT+0800 (China Standard Time),,s14w48,focus,
Thu Aug 27 2015 13:50:10 GMT+0800 (China Standard Time),,s14w49,focus,
Thu Aug 27 2015 13:50:11 GMT+0800 (China Standard Time),,s14w50,focus,
Thu Aug 27 2015 13:50:11 GMT+0800 (China Standard Time),,s14w51,focus,
Thu Aug 27 2015 13:50:11 GMT+0800 (China Standard Time),,s14w52,focus,
Thu Aug 27 2015 13:50:12 GMT+0800 (China Standard Time),,s14w53,focus,
Thu Aug 27 2015 13:50:12 GMT+0800 (China Standard Time),,s14w54,focus,
Thu Aug 27 2015 13:50:15 GMT+0800 (China Standard Time),,s14w55,focus,
Thu Aug 27 2015 13:50:15 GMT+0800 (China Standard Time),,s14w56,focus,
Thu Aug 27 2015 13:50:16 GMT+0800 (China Standard Time),,s14w57,focus,
Thu Aug 27 2015 13:50:16 GMT+0800 (China Standard Time),,s14w58,focus,
Thu Aug 27 2015 13:50:16 GMT+0800 (China Standard Time),,s14w59,focus,
Thu Aug 27 2015 13:50:17 GMT+0800 (China Standard Time),,s15w1,focus,
Thu Aug 27 2015 13:50:17 GMT+0800 (China Standard Time),,s15w2,focus,
Thu Aug 27 2015 13:50:17 GMT+0800 (China Standard Time),,s15w3,focus,
Thu Aug 27 2015 13:50:18 GMT+0800 (China Standard Time),,s15w4,focus,
Thu Aug 27 2015 13:50:18 GMT+0800 (China Standard Time),,s15w5,focus,
Thu Aug 27 2015 13:50:19 GMT+0800 (China Standard Time),,s15w6,focus,
Thu Aug 27 2015 13:50:19 GMT+0800 (China Standard Time),,s15w7,focus,
Thu Aug 27 2015 13:50:19 GMT+0800 (China Standard Time),,s15w8,focus,
Thu Aug 27 2015 13:50:20 GMT+0800 (China Standard Time),,s15w9,focus,
Thu Aug 27 2015 13:50:20 GMT+0800 (China Standard Time),,s15w10,focus,
Thu Aug 27 2015 13:50:20 GMT+0800 (China Standard Time),,s15w11,focus,
Thu Aug 27 2015 13:50:21 GMT+0800 (China Standard Time),,s15w12,focus,
Thu Aug 27 2015 13:50:21 GMT+0800 (China Standard Time),,s15w13,focus,
Thu Aug 27 2015 13:50:22 GMT+0800 (China Standard Time),,s15w14,focus,
Thu Aug 27 2015 13:50:22 GMT+0800 (China Standard Time),,s15w15,focus,
Thu Aug 27 2015 13:50:22 GMT+0800 (China Standard Time),,s15w16,focus,
Thu Aug 27 2015 13:50:22 GMT+0800 (China Standard Time),,s15w17,focus,
Thu Aug 27 2015 13:50:23 GMT+0800 (China Standard Time),,s15w18,focus,
Thu Aug 27 2015 13:50:23 GMT+0800 (China Standard Time),,s15w19,focus,
Thu Aug 27 2015 13:50:23 GMT+0800 (China Standard Time),,s15w20,focus,
Thu Aug 27 2015 13:50:24 GMT+0800 (China Standard Time),,s15w21,focus,
Thu Aug 27 2015 13:50:27 GMT+0800 (China Standard Time),,s15w22,focus,
Thu Aug 27 2015 13:50:27 GMT+0800 (China Standard Time),,s15w23,focus,
Thu Aug 27 2015 13:50:28 GMT+0800 (China Standard Time),,s15w24,focus,
Thu Aug 27 2015 13:50:29 GMT+0800 (China Standard Time),,s15w25,focus,
Thu Aug 27 2015 13:50:29 GMT+0800 (China Standard Time),,s15w26,focus,
Thu Aug 27 2015 13:50:29 GMT+0800 (China Standard Time),,s15w27,focus,
Thu Aug 27 2015 13:50:30 GMT+0800 (China Standard Time),,s15w28,focus,
Thu Aug 27 2015 13:50:30 GMT+0800 (China Standard Time),,s16w1,focus,
Thu Aug 27 2015 13:50:31 GMT+0800 (China Standard Time),,s16w2,focus,
Thu Aug 27 2015 13:50:31 GMT+0800 (China Standard Time),,s16w3,focus,
Thu Aug 27 2015 13:50:31 GMT+0800 (China Standard Time),,s16w4,focus,
Thu Aug 27 2015 13:50:32 GMT+0800 (China Standard Time),,s16w5,focus,
Thu Aug 27 2015 13:50:32 GMT+0800 (China Standard Time),,s16w6,focus,
Thu Aug 27 2015 13:50:33 GMT+0800 (China Standard Time),,s16w7,focus,
Thu Aug 27 2015 13:50:33 GMT+0800 (China Standard Time),,s16w8,focus,
Thu Aug 27 2015 13:50:33 GMT+0800 (China Standard Time),,s16w9,focus,
Thu Aug 27 2015 13:50:34 GMT+0800 (China Standard Time),,s16w10,focus,
Thu Aug 27 2015 13:50:34 GMT+0800 (China Standard Time),,s16w11,focus,
Thu Aug 27 2015 13:50:35 GMT+0800 (China Standard Time),,s16w12,focus,
Thu Aug 27 2015 13:50:35 GMT+0800 (China Standard Time),,s16w13,focus,
Thu Aug 27 2015 13:50:35 GMT+0800 (China Standard Time),,s16w14,focus,
Thu Aug 27 2015 13:50:36 GMT+0800 (China Standard Time),,s16w15,focus,
Thu Aug 27 2015 13:50:36 GMT+0800 (China Standard Time),,s16w16,focus,
Thu Aug 27 2015 13:50:36 GMT+0800 (China Standard Time),,s16w17,focus,
Thu Aug 27 2015 13:50:36 GMT+0800 (China Standard Time),,s16w18,focus,
Thu Aug 27 2015 13:50:36 GMT+0800 (China Standard Time),,s16w19,focus,
Thu Aug 27 2015 13:50:36 GMT+0800 (China Standard Time),,s16w20,focus,
Thu Aug 27 2015 13:50:36 GMT+0800 (China Standard Time),,s16w21,focus,
Thu Aug 27 2015 13:50:36 GMT+0800 (China Standard Time),,s16w22,focus,
Thu Aug 27 2015 13:50:36 GMT+0800 (China Standard Time),,s16w23,focus,
Thu Aug 27 2015 13:50:36 GMT+0800 (China Standard Time),,s16w24,focus,
Thu Aug 27 2015 13:50:37 GMT+0800 (China Standard Time),,s16w25,focus,
Thu Aug 27 2015 13:50:37 GMT+0800 (China Standard Time),,s16w26,focus,
Thu Aug 27 2015 13:50:39 GMT+0800 (China Standard Time),,s16w24,focus,
Thu Aug 27 2015 13:50:39 GMT+0800 (China Standard Time),,s16w24,focus,
Thu Aug 27 2015 13:50:41 GMT+0800 (China Standard Time),,s16w24,label,"^"
Thu Aug 27 2015 13:50:41 GMT+0800 (China Standard Time),,s16w25,focus,
Thu Aug 27 2015 13:50:45 GMT+0800 (China Standard Time),,s16w24,focus,
Thu Aug 27 2015 13:50:45 GMT+0800 (China Standard Time),,s16w24,focus,
Thu Aug 27 2015 13:50:46 GMT+0800 (China Standard Time),,s16w24,label,"N"
Thu Aug 27 2015 13:50:47 GMT+0800 (China Standard Time),,s16w25,focus,
Thu Aug 27 2015 13:50:47 GMT+0800 (China Standard Time),,s16w26,focus,
Thu Aug 27 2015 13:50:47 GMT+0800 (China Standard Time),,s16w27,focus,
Thu Aug 27 2015 13:50:48 GMT+0800 (China Standard Time),,s16w28,focus,
Thu Aug 27 2015 13:50:48 GMT+0800 (China Standard Time),,s16w29,focus,
Thu Aug 27 2015 13:50:48 GMT+0800 (China Standard Time),,s16w30,focus,
Thu Aug 27 2015 13:50:49 GMT+0800 (China Standard Time),,s16w31,focus,
Thu Aug 27 2015 13:50:49 GMT+0800 (China Standard Time),,s16w32,focus,
Thu Aug 27 2015 13:50:50 GMT+0800 (China Standard Time),,s16w33,focus,
Thu Aug 27 2015 13:50:51 GMT+0800 (China Standard Time),,s16w34,focus,
Thu Aug 27 2015 13:50:54 GMT+0800 (China Standard Time),,,submitPage,
