Thu Aug 27 2015 13:38:31 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Thu Aug 27 2015 13:41:12 GMT+0800 (China Standard Time),,s2w130,focus,
Thu Aug 27 2015 13:41:13 GMT+0800 (China Standard Time),,s2w131,focus,
Thu Aug 27 2015 13:41:13 GMT+0800 (China Standard Time),,s2w132,focus,
Thu Aug 27 2015 13:41:13 GMT+0800 (China Standard Time),,s2w133,focus,
Thu Aug 27 2015 13:41:14 GMT+0800 (China Standard Time),,s2w134,focus,
Thu Aug 27 2015 13:41:15 GMT+0800 (China Standard Time),,s2w134,label,"^"
Thu Aug 27 2015 13:41:15 GMT+0800 (China Standard Time),,s2w135,focus,
Thu Aug 27 2015 13:41:15 GMT+0800 (China Standard Time),,s2w136,focus,
Thu Aug 27 2015 13:41:16 GMT+0800 (China Standard Time),,s2w137,focus,
Thu Aug 27 2015 13:41:16 GMT+0800 (China Standard Time),,s2w138,focus,
Thu Aug 27 2015 13:41:16 GMT+0800 (China Standard Time),,s2w139,focus,
Thu Aug 27 2015 13:41:16 GMT+0800 (China Standard Time),,s2w140,focus,
Thu Aug 27 2015 13:41:17 GMT+0800 (China Standard Time),,s2w141,focus,
Thu Aug 27 2015 13:41:17 GMT+0800 (China Standard Time),,s2w142,focus,
Thu Aug 27 2015 13:41:18 GMT+0800 (China Standard Time),,s2w142,label,"^"
Thu Aug 27 2015 13:41:18 GMT+0800 (China Standard Time),,s2w143,focus,
Thu Aug 27 2015 13:41:22 GMT+0800 (China Standard Time),,s2w144,focus,
Thu Aug 27 2015 13:41:27 GMT+0800 (China Standard Time),,s2w144,label,"G"
Thu Aug 27 2015 13:41:28 GMT+0800 (China Standard Time),,s2w145,focus,
Thu Aug 27 2015 13:41:28 GMT+0800 (China Standard Time),,s2w146,focus,
Thu Aug 27 2015 13:41:29 GMT+0800 (China Standard Time),,s2w147,focus,
Thu Aug 27 2015 13:41:29 GMT+0800 (China Standard Time),,s2w148,focus,
Thu Aug 27 2015 13:41:29 GMT+0800 (China Standard Time),,s2w149,focus,
Thu Aug 27 2015 13:41:30 GMT+0800 (China Standard Time),,s2w150,focus,
Thu Aug 27 2015 13:41:30 GMT+0800 (China Standard Time),,s2w151,focus,
Thu Aug 27 2015 13:41:31 GMT+0800 (China Standard Time),,s2w152,focus,
Thu Aug 27 2015 13:41:31 GMT+0800 (China Standard Time),,s2w153,focus,
Thu Aug 27 2015 13:41:31 GMT+0800 (China Standard Time),,s2w154,focus,
Thu Aug 27 2015 13:41:31 GMT+0800 (China Standard Time),,s2w155,focus,
Thu Aug 27 2015 13:41:31 GMT+0800 (China Standard Time),,s2w156,focus,
Thu Aug 27 2015 13:41:32 GMT+0800 (China Standard Time),,s2w157,focus,
Thu Aug 27 2015 13:41:32 GMT+0800 (China Standard Time),,s2w158,focus,
Thu Aug 27 2015 13:41:32 GMT+0800 (China Standard Time),,s2w159,focus,
Thu Aug 27 2015 13:41:32 GMT+0800 (China Standard Time),,s2w160,focus,
Thu Aug 27 2015 13:41:33 GMT+0800 (China Standard Time),,s2w161,focus,
Thu Aug 27 2015 13:41:33 GMT+0800 (China Standard Time),,s2w162,focus,
Thu Aug 27 2015 13:41:35 GMT+0800 (China Standard Time),,,submitPage,
