Thu Aug 27 2015 13:30:42 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Thu Aug 27 2015 13:33:02 GMT+0800 (China Standard Time),,s4w43,focus,
Thu Aug 27 2015 13:33:02 GMT+0800 (China Standard Time),,s4w44,focus,
Thu Aug 27 2015 13:33:02 GMT+0800 (China Standard Time),,s4w45,focus,
Thu Aug 27 2015 13:33:03 GMT+0800 (China Standard Time),,s4w46,focus,
Thu Aug 27 2015 13:33:03 GMT+0800 (China Standard Time),,s4w47,focus,
Thu Aug 27 2015 13:33:03 GMT+0800 (China Standard Time),,s4w48,focus,
Thu Aug 27 2015 13:33:03 GMT+0800 (China Standard Time),,s4w49,focus,
Thu Aug 27 2015 13:33:04 GMT+0800 (China Standard Time),,s4w50,focus,
Thu Aug 27 2015 13:33:04 GMT+0800 (China Standard Time),,s4w51,focus,
Thu Aug 27 2015 13:33:04 GMT+0800 (China Standard Time),,s4w52,focus,
Thu Aug 27 2015 13:33:04 GMT+0800 (China Standard Time),,s4w53,focus,
Thu Aug 27 2015 13:33:05 GMT+0800 (China Standard Time),,s4w54,focus,
Thu Aug 27 2015 13:33:05 GMT+0800 (China Standard Time),,s4w55,focus,
Thu Aug 27 2015 13:33:05 GMT+0800 (China Standard Time),,s4w56,focus,
Thu Aug 27 2015 13:33:07 GMT+0800 (China Standard Time),,s4w56,label,"^"
Thu Aug 27 2015 13:33:07 GMT+0800 (China Standard Time),,s4w57,focus,
Thu Aug 27 2015 13:33:07 GMT+0800 (China Standard Time),,s5w1,focus,
Thu Aug 27 2015 13:33:08 GMT+0800 (China Standard Time),,s5w2,focus,
Thu Aug 27 2015 13:33:09 GMT+0800 (China Standard Time),,s5w3,focus,
Thu Aug 27 2015 13:33:09 GMT+0800 (China Standard Time),,s5w4,focus,
Thu Aug 27 2015 13:33:09 GMT+0800 (China Standard Time),,s5w5,focus,
Thu Aug 27 2015 13:33:09 GMT+0800 (China Standard Time),,s5w6,focus,
Thu Aug 27 2015 13:33:10 GMT+0800 (China Standard Time),,s5w7,focus,
Thu Aug 27 2015 13:33:10 GMT+0800 (China Standard Time),,s5w8,focus,
Thu Aug 27 2015 13:33:10 GMT+0800 (China Standard Time),,s5w9,focus,
Thu Aug 27 2015 13:33:10 GMT+0800 (China Standard Time),,s5w10,focus,
Thu Aug 27 2015 13:33:11 GMT+0800 (China Standard Time),,s5w11,focus,
Thu Aug 27 2015 13:33:11 GMT+0800 (China Standard Time),,s5w12,focus,
Thu Aug 27 2015 13:33:11 GMT+0800 (China Standard Time),,s5w13,focus,
Thu Aug 27 2015 13:33:12 GMT+0800 (China Standard Time),,s5w14,focus,
Thu Aug 27 2015 13:33:12 GMT+0800 (China Standard Time),,s5w15,focus,
Thu Aug 27 2015 13:33:12 GMT+0800 (China Standard Time),,s5w16,focus,
Thu Aug 27 2015 13:33:12 GMT+0800 (China Standard Time),,s5w17,focus,
Thu Aug 27 2015 13:33:13 GMT+0800 (China Standard Time),,s5w18,focus,
Thu Aug 27 2015 13:33:13 GMT+0800 (China Standard Time),,s5w19,focus,
Thu Aug 27 2015 13:33:13 GMT+0800 (China Standard Time),,s5w20,focus,
Thu Aug 27 2015 13:33:13 GMT+0800 (China Standard Time),,s5w21,focus,
Thu Aug 27 2015 13:33:14 GMT+0800 (China Standard Time),,s5w22,focus,
Thu Aug 27 2015 13:33:14 GMT+0800 (China Standard Time),,s5w23,focus,
Thu Aug 27 2015 13:33:14 GMT+0800 (China Standard Time),,s5w24,focus,
Thu Aug 27 2015 13:33:15 GMT+0800 (China Standard Time),,s5w25,focus,
Thu Aug 27 2015 13:33:15 GMT+0800 (China Standard Time),,s5w26,focus,
Thu Aug 27 2015 13:33:15 GMT+0800 (China Standard Time),,s5w27,focus,
Thu Aug 27 2015 13:33:18 GMT+0800 (China Standard Time),,s5w25,focus,
Thu Aug 27 2015 13:33:18 GMT+0800 (China Standard Time),,s5w25,focus,
Thu Aug 27 2015 13:33:19 GMT+0800 (China Standard Time),,s5w25,label,","
Thu Aug 27 2015 13:33:19 GMT+0800 (China Standard Time),,s5w26,focus,
Thu Aug 27 2015 13:33:26 GMT+0800 (China Standard Time),,s5w26,label,"^"
Thu Aug 27 2015 13:33:26 GMT+0800 (China Standard Time),,s5w27,focus,
Thu Aug 27 2015 13:33:27 GMT+0800 (China Standard Time),,s5w27,label,","
Thu Aug 27 2015 13:33:28 GMT+0800 (China Standard Time),,s5w28,focus,
Thu Aug 27 2015 13:33:29 GMT+0800 (China Standard Time),,s5w28,label,"^"
Thu Aug 27 2015 13:33:30 GMT+0800 (China Standard Time),,s5w29,focus,
Thu Aug 27 2015 13:33:30 GMT+0800 (China Standard Time),,s5w29,label,","
Thu Aug 27 2015 13:33:31 GMT+0800 (China Standard Time),,s5w30,focus,
Thu Aug 27 2015 13:33:32 GMT+0800 (China Standard Time),,s5w31,focus,
Thu Aug 27 2015 13:33:34 GMT+0800 (China Standard Time),,s5w32,focus,
Thu Aug 27 2015 13:33:34 GMT+0800 (China Standard Time),,s5w33,focus,
Thu Aug 27 2015 13:33:35 GMT+0800 (China Standard Time),,s5w34,focus,
Thu Aug 27 2015 13:33:35 GMT+0800 (China Standard Time),,s5w35,focus,
Thu Aug 27 2015 13:33:35 GMT+0800 (China Standard Time),,s5w36,focus,
Thu Aug 27 2015 13:33:36 GMT+0800 (China Standard Time),,s5w37,focus,
Thu Aug 27 2015 13:33:40 GMT+0800 (China Standard Time),,s5w37,label,"G"
Thu Aug 27 2015 13:33:41 GMT+0800 (China Standard Time),,s5w38,focus,
Thu Aug 27 2015 13:33:41 GMT+0800 (China Standard Time),,s5w39,focus,
Thu Aug 27 2015 13:33:42 GMT+0800 (China Standard Time),,s5w40,focus,
Thu Aug 27 2015 13:33:43 GMT+0800 (China Standard Time),,s5w41,focus,
Thu Aug 27 2015 13:33:43 GMT+0800 (China Standard Time),,s5w42,focus,
Thu Aug 27 2015 13:33:45 GMT+0800 (China Standard Time),,s5w43,focus,
Thu Aug 27 2015 13:33:45 GMT+0800 (China Standard Time),,s5w44,focus,
Thu Aug 27 2015 13:33:45 GMT+0800 (China Standard Time),,s5w45,focus,
Thu Aug 27 2015 13:33:45 GMT+0800 (China Standard Time),,s5w46,focus,
Thu Aug 27 2015 13:33:46 GMT+0800 (China Standard Time),,s5w47,focus,
Thu Aug 27 2015 13:33:46 GMT+0800 (China Standard Time),,s5w48,focus,
Thu Aug 27 2015 13:33:46 GMT+0800 (China Standard Time),,s5w49,focus,
Thu Aug 27 2015 13:33:46 GMT+0800 (China Standard Time),,s5w50,focus,
Thu Aug 27 2015 13:33:47 GMT+0800 (China Standard Time),,s5w51,focus,
Thu Aug 27 2015 13:33:47 GMT+0800 (China Standard Time),,s5w52,focus,
Thu Aug 27 2015 13:33:47 GMT+0800 (China Standard Time),,s5w53,focus,
Thu Aug 27 2015 13:33:48 GMT+0800 (China Standard Time),,s5w54,focus,
Thu Aug 27 2015 13:33:48 GMT+0800 (China Standard Time),,s6w1,focus,
Thu Aug 27 2015 13:33:48 GMT+0800 (China Standard Time),,s6w2,focus,
Thu Aug 27 2015 13:33:49 GMT+0800 (China Standard Time),,s6w3,focus,
Thu Aug 27 2015 13:33:49 GMT+0800 (China Standard Time),,s6w4,focus,
Thu Aug 27 2015 13:33:50 GMT+0800 (China Standard Time),,s6w5,focus,
Thu Aug 27 2015 13:33:50 GMT+0800 (China Standard Time),,s6w6,focus,
Thu Aug 27 2015 13:33:50 GMT+0800 (China Standard Time),,s7w1,focus,
Thu Aug 27 2015 13:33:51 GMT+0800 (China Standard Time),,s7w2,focus,
Thu Aug 27 2015 13:33:52 GMT+0800 (China Standard Time),,s7w3,focus,
Thu Aug 27 2015 13:33:53 GMT+0800 (China Standard Time),,s7w4,focus,
Thu Aug 27 2015 13:33:55 GMT+0800 (China Standard Time),,s7w5,focus,
Thu Aug 27 2015 13:33:55 GMT+0800 (China Standard Time),,s7w6,focus,
Thu Aug 27 2015 13:33:55 GMT+0800 (China Standard Time),,s7w7,focus,
Thu Aug 27 2015 13:33:56 GMT+0800 (China Standard Time),,s7w8,focus,
Thu Aug 27 2015 13:33:56 GMT+0800 (China Standard Time),,s7w9,focus,
Thu Aug 27 2015 13:33:56 GMT+0800 (China Standard Time),,s7w10,focus,
Thu Aug 27 2015 13:33:57 GMT+0800 (China Standard Time),,s7w11,focus,
Thu Aug 27 2015 13:33:57 GMT+0800 (China Standard Time),,s7w12,focus,
Thu Aug 27 2015 13:33:57 GMT+0800 (China Standard Time),,s7w13,focus,
Thu Aug 27 2015 13:33:57 GMT+0800 (China Standard Time),,s7w14,focus,
Thu Aug 27 2015 13:33:58 GMT+0800 (China Standard Time),,s7w15,focus,
Thu Aug 27 2015 13:33:58 GMT+0800 (China Standard Time),,s7w16,focus,
Thu Aug 27 2015 13:33:58 GMT+0800 (China Standard Time),,s7w17,focus,
Thu Aug 27 2015 13:33:59 GMT+0800 (China Standard Time),,s7w18,focus,
Thu Aug 27 2015 13:33:59 GMT+0800 (China Standard Time),,s7w19,focus,
Thu Aug 27 2015 13:33:59 GMT+0800 (China Standard Time),,s7w20,focus,
Thu Aug 27 2015 13:33:59 GMT+0800 (China Standard Time),,s7w21,focus,
Thu Aug 27 2015 13:34:00 GMT+0800 (China Standard Time),,s7w22,focus,
Thu Aug 27 2015 13:34:00 GMT+0800 (China Standard Time),,s7w23,focus,
Thu Aug 27 2015 13:34:14 GMT+0800 (China Standard Time),,s7w24,focus,
Thu Aug 27 2015 13:34:14 GMT+0800 (China Standard Time),,s7w25,focus,
Thu Aug 27 2015 13:34:15 GMT+0800 (China Standard Time),,s7w26,focus,
Thu Aug 27 2015 13:34:15 GMT+0800 (China Standard Time),,s7w27,focus,
Thu Aug 27 2015 13:34:15 GMT+0800 (China Standard Time),,s7w28,focus,
Thu Aug 27 2015 13:34:15 GMT+0800 (China Standard Time),,s7w29,focus,
Thu Aug 27 2015 13:34:16 GMT+0800 (China Standard Time),,s7w30,focus,
Thu Aug 27 2015 13:34:16 GMT+0800 (China Standard Time),,s7w31,focus,
Thu Aug 27 2015 13:34:16 GMT+0800 (China Standard Time),,s7w32,focus,
Thu Aug 27 2015 13:34:16 GMT+0800 (China Standard Time),,s7w33,focus,
Thu Aug 27 2015 13:34:17 GMT+0800 (China Standard Time),,s7w34,focus,
Thu Aug 27 2015 13:34:17 GMT+0800 (China Standard Time),,s7w35,focus,
Thu Aug 27 2015 13:34:17 GMT+0800 (China Standard Time),,s7w36,focus,
Thu Aug 27 2015 13:34:17 GMT+0800 (China Standard Time),,s7w37,focus,
Thu Aug 27 2015 13:34:18 GMT+0800 (China Standard Time),,s7w38,focus,
Thu Aug 27 2015 13:34:19 GMT+0800 (China Standard Time),,s8w1,focus,
Thu Aug 27 2015 13:34:19 GMT+0800 (China Standard Time),,s8w2,focus,
Thu Aug 27 2015 13:34:19 GMT+0800 (China Standard Time),,s8w3,focus,
Thu Aug 27 2015 13:34:19 GMT+0800 (China Standard Time),,s8w4,focus,
Thu Aug 27 2015 13:34:20 GMT+0800 (China Standard Time),,s8w5,focus,
Thu Aug 27 2015 13:34:20 GMT+0800 (China Standard Time),,s8w6,focus,
Thu Aug 27 2015 13:34:20 GMT+0800 (China Standard Time),,s8w7,focus,
Thu Aug 27 2015 13:34:20 GMT+0800 (China Standard Time),,s8w8,focus,
Thu Aug 27 2015 13:34:25 GMT+0800 (China Standard Time),,s8w6,focus,
Thu Aug 27 2015 13:34:25 GMT+0800 (China Standard Time),,s8w6,focus,
Thu Aug 27 2015 13:34:26 GMT+0800 (China Standard Time),,s8w6,label,"G"
Thu Aug 27 2015 13:34:26 GMT+0800 (China Standard Time),,s8w7,focus,
Thu Aug 27 2015 13:34:26 GMT+0800 (China Standard Time),,s8w8,focus,
Thu Aug 27 2015 13:34:27 GMT+0800 (China Standard Time),,s8w9,focus,
Thu Aug 27 2015 13:34:27 GMT+0800 (China Standard Time),,s8w10,focus,
Thu Aug 27 2015 13:34:28 GMT+0800 (China Standard Time),,s8w11,focus,
Thu Aug 27 2015 13:34:28 GMT+0800 (China Standard Time),,s8w12,focus,
Thu Aug 27 2015 13:34:29 GMT+0800 (China Standard Time),,s8w13,focus,
Thu Aug 27 2015 13:34:29 GMT+0800 (China Standard Time),,s8w14,focus,
Thu Aug 27 2015 13:34:29 GMT+0800 (China Standard Time),,s8w15,focus,
Thu Aug 27 2015 13:34:30 GMT+0800 (China Standard Time),,s8w16,focus,
Thu Aug 27 2015 13:34:30 GMT+0800 (China Standard Time),,s8w17,focus,
Thu Aug 27 2015 13:34:30 GMT+0800 (China Standard Time),,s8w18,focus,
Thu Aug 27 2015 13:34:31 GMT+0800 (China Standard Time),,s8w19,focus,
Thu Aug 27 2015 13:34:31 GMT+0800 (China Standard Time),,s8w20,focus,
Thu Aug 27 2015 13:34:31 GMT+0800 (China Standard Time),,s8w21,focus,
Thu Aug 27 2015 13:34:32 GMT+0800 (China Standard Time),,s8w22,focus,
Thu Aug 27 2015 13:34:32 GMT+0800 (China Standard Time),,s9w1,focus,
Thu Aug 27 2015 13:34:32 GMT+0800 (China Standard Time),,s9w2,focus,
Thu Aug 27 2015 13:34:35 GMT+0800 (China Standard Time),,s9w3,focus,
Thu Aug 27 2015 13:34:35 GMT+0800 (China Standard Time),,s9w4,focus,
Thu Aug 27 2015 13:34:36 GMT+0800 (China Standard Time),,s9w5,focus,
Thu Aug 27 2015 13:34:36 GMT+0800 (China Standard Time),,s9w6,focus,
Thu Aug 27 2015 13:34:36 GMT+0800 (China Standard Time),,s9w7,focus,
Thu Aug 27 2015 13:34:37 GMT+0800 (China Standard Time),,s9w8,focus,
Thu Aug 27 2015 13:34:37 GMT+0800 (China Standard Time),,s9w9,focus,
Thu Aug 27 2015 13:34:37 GMT+0800 (China Standard Time),,s9w10,focus,
Thu Aug 27 2015 13:34:37 GMT+0800 (China Standard Time),,s9w11,focus,
Thu Aug 27 2015 13:34:39 GMT+0800 (China Standard Time),,s9w12,focus,
Thu Aug 27 2015 13:34:40 GMT+0800 (China Standard Time),,s9w13,focus,
Thu Aug 27 2015 13:34:41 GMT+0800 (China Standard Time),,s9w13,label,"^"
Thu Aug 27 2015 13:34:42 GMT+0800 (China Standard Time),,s9w14,focus,
Thu Aug 27 2015 13:34:42 GMT+0800 (China Standard Time),,s9w15,focus,
Thu Aug 27 2015 13:34:43 GMT+0800 (China Standard Time),,s9w16,focus,
Thu Aug 27 2015 13:34:43 GMT+0800 (China Standard Time),,s9w17,focus,
Thu Aug 27 2015 13:34:43 GMT+0800 (China Standard Time),,s9w18,focus,
Thu Aug 27 2015 13:34:43 GMT+0800 (China Standard Time),,s9w19,focus,
Thu Aug 27 2015 13:34:44 GMT+0800 (China Standard Time),,s9w20,focus,
Thu Aug 27 2015 13:34:45 GMT+0800 (China Standard Time),,s9w21,focus,
Thu Aug 27 2015 13:34:45 GMT+0800 (China Standard Time),,s9w22,focus,
Thu Aug 27 2015 13:34:45 GMT+0800 (China Standard Time),,s9w23,focus,
Thu Aug 27 2015 13:34:46 GMT+0800 (China Standard Time),,s9w24,focus,
Thu Aug 27 2015 13:34:48 GMT+0800 (China Standard Time),,s9w25,focus,
Thu Aug 27 2015 13:34:48 GMT+0800 (China Standard Time),,s9w26,focus,
Thu Aug 27 2015 13:34:48 GMT+0800 (China Standard Time),,s9w27,focus,
Thu Aug 27 2015 13:34:49 GMT+0800 (China Standard Time),,s9w28,focus,
Thu Aug 27 2015 13:34:49 GMT+0800 (China Standard Time),,s9w29,focus,
Thu Aug 27 2015 13:34:51 GMT+0800 (China Standard Time),,s9w30,focus,
Thu Aug 27 2015 13:34:51 GMT+0800 (China Standard Time),,s9w31,focus,
Thu Aug 27 2015 13:34:52 GMT+0800 (China Standard Time),,s9w32,focus,
Thu Aug 27 2015 13:34:52 GMT+0800 (China Standard Time),,s9w33,focus,
Thu Aug 27 2015 13:34:52 GMT+0800 (China Standard Time),,s9w34,focus,
Thu Aug 27 2015 13:34:52 GMT+0800 (China Standard Time),,s9w35,focus,
Thu Aug 27 2015 13:34:53 GMT+0800 (China Standard Time),,s9w36,focus,
Thu Aug 27 2015 13:34:53 GMT+0800 (China Standard Time),,s9w37,focus,
Thu Aug 27 2015 13:34:53 GMT+0800 (China Standard Time),,s9w38,focus,
Thu Aug 27 2015 13:34:54 GMT+0800 (China Standard Time),,s9w39,focus,
Thu Aug 27 2015 13:34:54 GMT+0800 (China Standard Time),,s9w40,focus,
Thu Aug 27 2015 13:34:54 GMT+0800 (China Standard Time),,s9w41,focus,
Thu Aug 27 2015 13:34:55 GMT+0800 (China Standard Time),,s9w42,focus,
Thu Aug 27 2015 13:34:55 GMT+0800 (China Standard Time),,s9w43,focus,
Thu Aug 27 2015 13:34:55 GMT+0800 (China Standard Time),,s9w44,focus,
Thu Aug 27 2015 13:34:56 GMT+0800 (China Standard Time),,s9w45,focus,
Thu Aug 27 2015 13:34:56 GMT+0800 (China Standard Time),,s9w46,focus,
Thu Aug 27 2015 13:34:59 GMT+0800 (China Standard Time),,s9w47,focus,
Thu Aug 27 2015 13:34:59 GMT+0800 (China Standard Time),,s9w48,focus,
Thu Aug 27 2015 13:34:59 GMT+0800 (China Standard Time),,s9w49,focus,
Thu Aug 27 2015 13:35:00 GMT+0800 (China Standard Time),,s9w50,focus,
Thu Aug 27 2015 13:35:00 GMT+0800 (China Standard Time),,s9w51,focus,
Thu Aug 27 2015 13:35:00 GMT+0800 (China Standard Time),,s9w52,focus,
Thu Aug 27 2015 13:35:01 GMT+0800 (China Standard Time),,s9w53,focus,
Thu Aug 27 2015 13:35:01 GMT+0800 (China Standard Time),,s9w54,focus,
Thu Aug 27 2015 13:35:01 GMT+0800 (China Standard Time),,s9w55,focus,
Thu Aug 27 2015 13:35:02 GMT+0800 (China Standard Time),,s9w56,focus,
Thu Aug 27 2015 13:35:03 GMT+0800 (China Standard Time),,s9w57,focus,
Thu Aug 27 2015 13:35:03 GMT+0800 (China Standard Time),,s9w58,focus,
Thu Aug 27 2015 13:35:04 GMT+0800 (China Standard Time),,s9w59,focus,
Thu Aug 27 2015 13:35:04 GMT+0800 (China Standard Time),,s9w60,focus,
Thu Aug 27 2015 13:35:04 GMT+0800 (China Standard Time),,s9w61,focus,
Thu Aug 27 2015 13:35:04 GMT+0800 (China Standard Time),,s9w62,focus,
Thu Aug 27 2015 13:35:05 GMT+0800 (China Standard Time),,s9w63,focus,
Thu Aug 27 2015 13:35:05 GMT+0800 (China Standard Time),,s9w64,focus,
Thu Aug 27 2015 13:35:05 GMT+0800 (China Standard Time),,s9w65,focus,
Thu Aug 27 2015 13:35:06 GMT+0800 (China Standard Time),,s9w66,focus,
Thu Aug 27 2015 13:35:06 GMT+0800 (China Standard Time),,s9w67,focus,
Thu Aug 27 2015 13:35:06 GMT+0800 (China Standard Time),,s9w68,focus,
Thu Aug 27 2015 13:35:07 GMT+0800 (China Standard Time),,s9w69,focus,
Thu Aug 27 2015 13:35:07 GMT+0800 (China Standard Time),,s9w70,focus,
Thu Aug 27 2015 13:35:07 GMT+0800 (China Standard Time),,s9w71,focus,
Thu Aug 27 2015 13:35:07 GMT+0800 (China Standard Time),,s9w72,focus,
Thu Aug 27 2015 13:35:08 GMT+0800 (China Standard Time),,s9w73,focus,
Thu Aug 27 2015 13:35:08 GMT+0800 (China Standard Time),,s9w74,focus,
Thu Aug 27 2015 13:35:09 GMT+0800 (China Standard Time),,s9w75,focus,
Thu Aug 27 2015 13:35:09 GMT+0800 (China Standard Time),,s9w76,focus,
Thu Aug 27 2015 13:35:09 GMT+0800 (China Standard Time),,s9w77,focus,
Thu Aug 27 2015 13:35:10 GMT+0800 (China Standard Time),,s9w78,focus,
Thu Aug 27 2015 13:35:10 GMT+0800 (China Standard Time),,s9w79,focus,
Thu Aug 27 2015 13:35:10 GMT+0800 (China Standard Time),,s9w80,focus,
Thu Aug 27 2015 13:35:11 GMT+0800 (China Standard Time),,s9w81,focus,
Thu Aug 27 2015 13:35:11 GMT+0800 (China Standard Time),,s9w82,focus,
Thu Aug 27 2015 13:35:12 GMT+0800 (China Standard Time),,s9w83,focus,
Thu Aug 27 2015 13:35:12 GMT+0800 (China Standard Time),,s9w84,focus,
Thu Aug 27 2015 13:35:13 GMT+0800 (China Standard Time),,s9w85,focus,
Thu Aug 27 2015 13:35:13 GMT+0800 (China Standard Time),,s9w86,focus,
Thu Aug 27 2015 13:35:14 GMT+0800 (China Standard Time),,s9w87,focus,
Thu Aug 27 2015 13:35:15 GMT+0800 (China Standard Time),,s9w88,focus,
Thu Aug 27 2015 13:35:15 GMT+0800 (China Standard Time),,s9w89,focus,
Thu Aug 27 2015 13:35:16 GMT+0800 (China Standard Time),,s9w90,focus,
Thu Aug 27 2015 13:35:23 GMT+0800 (China Standard Time),,s9w87,focus,
Thu Aug 27 2015 13:35:24 GMT+0800 (China Standard Time),,s9w87,focus,
Thu Aug 27 2015 13:35:25 GMT+0800 (China Standard Time),,s9w87,label,"G"
Thu Aug 27 2015 13:35:26 GMT+0800 (China Standard Time),,s9w88,focus,
Thu Aug 27 2015 13:35:26 GMT+0800 (China Standard Time),,s9w89,focus,
Thu Aug 27 2015 13:35:26 GMT+0800 (China Standard Time),,s9w90,focus,
Thu Aug 27 2015 13:35:27 GMT+0800 (China Standard Time),,s10w1,focus,
Thu Aug 27 2015 13:35:27 GMT+0800 (China Standard Time),,s10w2,focus,
Thu Aug 27 2015 13:35:28 GMT+0800 (China Standard Time),,s10w3,focus,
Thu Aug 27 2015 13:35:28 GMT+0800 (China Standard Time),,s10w4,focus,
Thu Aug 27 2015 13:35:28 GMT+0800 (China Standard Time),,s10w5,focus,
Thu Aug 27 2015 13:35:30 GMT+0800 (China Standard Time),,s10w5,label,"^"
Thu Aug 27 2015 13:35:30 GMT+0800 (China Standard Time),,s10w6,focus,
Thu Aug 27 2015 13:35:30 GMT+0800 (China Standard Time),,s10w7,focus,
Thu Aug 27 2015 13:35:31 GMT+0800 (China Standard Time),,s10w8,focus,
Thu Aug 27 2015 13:35:31 GMT+0800 (China Standard Time),,s10w9,focus,
Thu Aug 27 2015 13:35:31 GMT+0800 (China Standard Time),,s10w10,focus,
Thu Aug 27 2015 13:35:32 GMT+0800 (China Standard Time),,s10w11,focus,
Thu Aug 27 2015 13:35:32 GMT+0800 (China Standard Time),,s10w12,focus,
Thu Aug 27 2015 13:35:32 GMT+0800 (China Standard Time),,s10w13,focus,
Thu Aug 27 2015 13:35:33 GMT+0800 (China Standard Time),,s10w14,focus,
Thu Aug 27 2015 13:35:33 GMT+0800 (China Standard Time),,s10w15,focus,
Thu Aug 27 2015 13:35:33 GMT+0800 (China Standard Time),,s10w16,focus,
Thu Aug 27 2015 13:35:33 GMT+0800 (China Standard Time),,s10w17,focus,
Thu Aug 27 2015 13:35:34 GMT+0800 (China Standard Time),,s10w18,focus,
Thu Aug 27 2015 13:35:34 GMT+0800 (China Standard Time),,s10w19,focus,
Thu Aug 27 2015 13:35:34 GMT+0800 (China Standard Time),,s10w20,focus,
Thu Aug 27 2015 13:35:35 GMT+0800 (China Standard Time),,s10w21,focus,
Thu Aug 27 2015 13:35:35 GMT+0800 (China Standard Time),,s10w22,focus,
Thu Aug 27 2015 13:35:35 GMT+0800 (China Standard Time),,s10w23,focus,
Thu Aug 27 2015 13:35:35 GMT+0800 (China Standard Time),,s10w24,focus,
Thu Aug 27 2015 13:35:36 GMT+0800 (China Standard Time),,s10w25,focus,
Thu Aug 27 2015 13:35:37 GMT+0800 (China Standard Time),,s10w26,focus,
Thu Aug 27 2015 13:35:37 GMT+0800 (China Standard Time),,s10w27,focus,
Thu Aug 27 2015 13:35:38 GMT+0800 (China Standard Time),,s10w28,focus,
Thu Aug 27 2015 13:35:38 GMT+0800 (China Standard Time),,s10w29,focus,
Thu Aug 27 2015 13:35:39 GMT+0800 (China Standard Time),,s10w30,focus,
Thu Aug 27 2015 13:35:39 GMT+0800 (China Standard Time),,s10w31,focus,
Thu Aug 27 2015 13:35:39 GMT+0800 (China Standard Time),,s10w32,focus,
Thu Aug 27 2015 13:35:39 GMT+0800 (China Standard Time),,s10w33,focus,
Thu Aug 27 2015 13:35:40 GMT+0800 (China Standard Time),,s10w34,focus,
Thu Aug 27 2015 13:35:40 GMT+0800 (China Standard Time),,s10w35,focus,
Thu Aug 27 2015 13:35:40 GMT+0800 (China Standard Time),,s10w36,focus,
Thu Aug 27 2015 13:35:40 GMT+0800 (China Standard Time),,s10w37,focus,
Thu Aug 27 2015 13:35:41 GMT+0800 (China Standard Time),,s10w38,focus,
Thu Aug 27 2015 13:35:41 GMT+0800 (China Standard Time),,s10w39,focus,
Thu Aug 27 2015 13:35:42 GMT+0800 (China Standard Time),,s10w39,label,"^"
Thu Aug 27 2015 13:35:42 GMT+0800 (China Standard Time),,s10w40,focus,
Thu Aug 27 2015 13:35:43 GMT+0800 (China Standard Time),,s10w41,focus,
Thu Aug 27 2015 13:35:43 GMT+0800 (China Standard Time),,s10w42,focus,
Thu Aug 27 2015 13:35:43 GMT+0800 (China Standard Time),,s10w43,focus,
Thu Aug 27 2015 13:35:44 GMT+0800 (China Standard Time),,s10w44,focus,
Thu Aug 27 2015 13:35:44 GMT+0800 (China Standard Time),,s10w45,focus,
Thu Aug 27 2015 13:35:44 GMT+0800 (China Standard Time),,s10w46,focus,
Thu Aug 27 2015 13:35:44 GMT+0800 (China Standard Time),,s10w47,focus,
Thu Aug 27 2015 13:35:45 GMT+0800 (China Standard Time),,s10w48,focus,
Thu Aug 27 2015 13:35:45 GMT+0800 (China Standard Time),,s10w49,focus,
Thu Aug 27 2015 13:35:45 GMT+0800 (China Standard Time),,s10w50,focus,
Thu Aug 27 2015 13:35:46 GMT+0800 (China Standard Time),,s10w51,focus,
Thu Aug 27 2015 13:35:46 GMT+0800 (China Standard Time),,s10w52,focus,
Thu Aug 27 2015 13:35:46 GMT+0800 (China Standard Time),,s10w53,focus,
Thu Aug 27 2015 13:35:46 GMT+0800 (China Standard Time),,s10w54,focus,
Thu Aug 27 2015 13:35:47 GMT+0800 (China Standard Time),,s10w55,focus,
Thu Aug 27 2015 13:35:47 GMT+0800 (China Standard Time),,s10w56,focus,
Thu Aug 27 2015 13:35:47 GMT+0800 (China Standard Time),,s10w57,focus,
Thu Aug 27 2015 13:35:48 GMT+0800 (China Standard Time),,s10w58,focus,
Thu Aug 27 2015 13:35:48 GMT+0800 (China Standard Time),,s10w59,focus,
Thu Aug 27 2015 13:35:49 GMT+0800 (China Standard Time),,s10w60,focus,
Thu Aug 27 2015 13:35:49 GMT+0800 (China Standard Time),,s10w61,focus,
Thu Aug 27 2015 13:35:49 GMT+0800 (China Standard Time),,s10w62,focus,
Thu Aug 27 2015 13:35:49 GMT+0800 (China Standard Time),,s10w63,focus,
Thu Aug 27 2015 13:35:50 GMT+0800 (China Standard Time),,s10w64,focus,
Thu Aug 27 2015 13:35:50 GMT+0800 (China Standard Time),,s10w65,focus,
Thu Aug 27 2015 13:35:50 GMT+0800 (China Standard Time),,s10w66,focus,
Thu Aug 27 2015 13:35:51 GMT+0800 (China Standard Time),,s10w67,focus,
Thu Aug 27 2015 13:35:51 GMT+0800 (China Standard Time),,s10w68,focus,
Thu Aug 27 2015 13:35:51 GMT+0800 (China Standard Time),,s10w69,focus,
Thu Aug 27 2015 13:35:52 GMT+0800 (China Standard Time),,s10w70,focus,
Thu Aug 27 2015 13:35:55 GMT+0800 (China Standard Time),,s10w70,label,","
Thu Aug 27 2015 13:35:57 GMT+0800 (China Standard Time),,s10w71,focus,
Thu Aug 27 2015 13:35:57 GMT+0800 (China Standard Time),,s10w72,focus,
Thu Aug 27 2015 13:35:57 GMT+0800 (China Standard Time),,s10w73,focus,
