Thu Aug 27 2015 13:51:00 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Thu Aug 27 2015 13:53:35 GMT+0800 (China Standard Time),,s2w151,focus,
Thu Aug 27 2015 13:53:35 GMT+0800 (China Standard Time),,s2w152,focus,
Thu Aug 27 2015 13:53:35 GMT+0800 (China Standard Time),,s2w153,focus,
Thu Aug 27 2015 13:53:36 GMT+0800 (China Standard Time),,s2w154,focus,
Thu Aug 27 2015 13:53:36 GMT+0800 (China Standard Time),,s2w155,focus,
Thu Aug 27 2015 13:53:36 GMT+0800 (China Standard Time),,s2w156,focus,
Thu Aug 27 2015 13:53:37 GMT+0800 (China Standard Time),,s2w157,focus,
Thu Aug 27 2015 13:53:37 GMT+0800 (China Standard Time),,s2w158,focus,
Thu Aug 27 2015 13:53:37 GMT+0800 (China Standard Time),,s2w159,focus,
Thu Aug 27 2015 13:53:37 GMT+0800 (China Standard Time),,s2w160,focus,
Thu Aug 27 2015 13:53:38 GMT+0800 (China Standard Time),,s2w161,focus,
Thu Aug 27 2015 13:53:38 GMT+0800 (China Standard Time),,s2w162,focus,
Thu Aug 27 2015 13:53:38 GMT+0800 (China Standard Time),,s2w163,focus,
Thu Aug 27 2015 13:53:39 GMT+0800 (China Standard Time),,s2w164,focus,
Thu Aug 27 2015 13:53:39 GMT+0800 (China Standard Time),,s2w165,focus,
Thu Aug 27 2015 13:53:40 GMT+0800 (China Standard Time),,s2w166,focus,
Thu Aug 27 2015 13:53:40 GMT+0800 (China Standard Time),,s2w167,focus,
Thu Aug 27 2015 13:53:40 GMT+0800 (China Standard Time),,s2w168,focus,
Thu Aug 27 2015 13:53:41 GMT+0800 (China Standard Time),,s2w169,focus,
Thu Aug 27 2015 13:53:41 GMT+0800 (China Standard Time),,s2w170,focus,
Thu Aug 27 2015 13:53:42 GMT+0800 (China Standard Time),,s2w171,focus,
Thu Aug 27 2015 13:53:42 GMT+0800 (China Standard Time),,s2w172,focus,
Thu Aug 27 2015 13:53:43 GMT+0800 (China Standard Time),,s2w173,focus,
Thu Aug 27 2015 13:53:43 GMT+0800 (China Standard Time),,s2w174,focus,
Thu Aug 27 2015 13:53:44 GMT+0800 (China Standard Time),,s2w175,focus,
Thu Aug 27 2015 13:53:44 GMT+0800 (China Standard Time),,s2w176,focus,
Thu Aug 27 2015 13:53:44 GMT+0800 (China Standard Time),,s2w177,focus,
Thu Aug 27 2015 13:53:45 GMT+0800 (China Standard Time),,s2w178,focus,
Thu Aug 27 2015 13:53:45 GMT+0800 (China Standard Time),,s2w179,focus,
Thu Aug 27 2015 13:53:46 GMT+0800 (China Standard Time),,s2w180,focus,
Thu Aug 27 2015 13:53:50 GMT+0800 (China Standard Time),,s2w180,label,"V"
Thu Aug 27 2015 13:53:50 GMT+0800 (China Standard Time),,s2w181,focus,
Thu Aug 27 2015 13:53:51 GMT+0800 (China Standard Time),,s2w182,focus,
Thu Aug 27 2015 13:53:51 GMT+0800 (China Standard Time),,s2w183,focus,
Thu Aug 27 2015 13:54:00 GMT+0800 (China Standard Time),,s2w180,focus,
Thu Aug 27 2015 13:54:00 GMT+0800 (China Standard Time),,s2w180,focus,
Thu Aug 27 2015 13:54:02 GMT+0800 (China Standard Time),,s2w180,label,"A"
Thu Aug 27 2015 13:54:03 GMT+0800 (China Standard Time),,s2w181,focus,
Thu Aug 27 2015 13:54:03 GMT+0800 (China Standard Time),,s2w182,focus,
Thu Aug 27 2015 13:54:04 GMT+0800 (China Standard Time),,s2w183,focus,
Thu Aug 27 2015 13:54:06 GMT+0800 (China Standard Time),,s2w180,focus,
Thu Aug 27 2015 13:54:06 GMT+0800 (China Standard Time),,s2w180,focus,
Thu Aug 27 2015 13:54:06 GMT+0800 (China Standard Time),,s2w180,label,"N"
Thu Aug 27 2015 13:54:07 GMT+0800 (China Standard Time),,s2w181,focus,
Thu Aug 27 2015 13:54:07 GMT+0800 (China Standard Time),,s2w182,focus,
Thu Aug 27 2015 13:54:08 GMT+0800 (China Standard Time),,s2w183,focus,
Thu Aug 27 2015 13:54:08 GMT+0800 (China Standard Time),,s2w184,focus,
Thu Aug 27 2015 13:54:08 GMT+0800 (China Standard Time),,s2w185,focus,
Thu Aug 27 2015 13:54:09 GMT+0800 (China Standard Time),,s2w186,focus,
Thu Aug 27 2015 13:54:09 GMT+0800 (China Standard Time),,s2w187,focus,
Thu Aug 27 2015 13:54:09 GMT+0800 (China Standard Time),,s3w1,focus,
Thu Aug 27 2015 13:54:10 GMT+0800 (China Standard Time),,s3w2,focus,
Thu Aug 27 2015 13:54:11 GMT+0800 (China Standard Time),,s3w3,focus,
Thu Aug 27 2015 13:54:12 GMT+0800 (China Standard Time),,s3w4,focus,
Thu Aug 27 2015 13:54:12 GMT+0800 (China Standard Time),,s3w5,focus,
Thu Aug 27 2015 13:54:12 GMT+0800 (China Standard Time),,s3w6,focus,
Thu Aug 27 2015 13:54:13 GMT+0800 (China Standard Time),,s3w7,focus,
Thu Aug 27 2015 13:54:13 GMT+0800 (China Standard Time),,s3w8,focus,
Thu Aug 27 2015 13:54:13 GMT+0800 (China Standard Time),,s3w9,focus,
Thu Aug 27 2015 13:54:13 GMT+0800 (China Standard Time),,s3w10,focus,
Thu Aug 27 2015 13:54:14 GMT+0800 (China Standard Time),,s3w11,focus,
Thu Aug 27 2015 13:54:14 GMT+0800 (China Standard Time),,s3w12,focus,
Thu Aug 27 2015 13:54:19 GMT+0800 (China Standard Time),,s3w13,focus,
Thu Aug 27 2015 13:54:19 GMT+0800 (China Standard Time),,s3w14,focus,
Thu Aug 27 2015 13:54:23 GMT+0800 (China Standard Time),,s3w15,focus,
Thu Aug 27 2015 13:54:24 GMT+0800 (China Standard Time),,s3w16,focus,
Thu Aug 27 2015 13:54:27 GMT+0800 (China Standard Time),,s3w16,label,"^"
Thu Aug 27 2015 13:54:27 GMT+0800 (China Standard Time),,s3w17,focus,
Thu Aug 27 2015 13:54:28 GMT+0800 (China Standard Time),,s3w18,focus,
Thu Aug 27 2015 13:54:29 GMT+0800 (China Standard Time),,s3w19,focus,
Thu Aug 27 2015 13:54:29 GMT+0800 (China Standard Time),,s3w20,focus,
Thu Aug 27 2015 13:54:30 GMT+0800 (China Standard Time),,s3w21,focus,
Thu Aug 27 2015 13:54:30 GMT+0800 (China Standard Time),,s3w22,focus,
Thu Aug 27 2015 13:54:30 GMT+0800 (China Standard Time),,s3w23,focus,
Thu Aug 27 2015 13:54:30 GMT+0800 (China Standard Time),,s3w24,focus,
Thu Aug 27 2015 13:54:31 GMT+0800 (China Standard Time),,s3w25,focus,
Thu Aug 27 2015 13:54:36 GMT+0800 (China Standard Time),,s4w1,focus,
Thu Aug 27 2015 13:54:36 GMT+0800 (China Standard Time),,s4w2,focus,
Thu Aug 27 2015 13:54:37 GMT+0800 (China Standard Time),,s4w3,focus,
Thu Aug 27 2015 13:54:37 GMT+0800 (China Standard Time),,s4w4,focus,
Thu Aug 27 2015 13:54:37 GMT+0800 (China Standard Time),,s4w5,focus,
Thu Aug 27 2015 13:54:38 GMT+0800 (China Standard Time),,s4w6,focus,
Thu Aug 27 2015 13:54:38 GMT+0800 (China Standard Time),,s4w7,focus,
Thu Aug 27 2015 13:54:38 GMT+0800 (China Standard Time),,s4w8,focus,
Thu Aug 27 2015 13:54:38 GMT+0800 (China Standard Time),,s4w9,focus,
Thu Aug 27 2015 13:54:39 GMT+0800 (China Standard Time),,s4w10,focus,
Thu Aug 27 2015 13:54:39 GMT+0800 (China Standard Time),,s4w11,focus,
Thu Aug 27 2015 13:54:39 GMT+0800 (China Standard Time),,s4w12,focus,
Thu Aug 27 2015 13:54:39 GMT+0800 (China Standard Time),,s4w13,focus,
Thu Aug 27 2015 13:54:40 GMT+0800 (China Standard Time),,s5w1,focus,
Thu Aug 27 2015 13:54:40 GMT+0800 (China Standard Time),,s5w2,focus,
Thu Aug 27 2015 13:54:41 GMT+0800 (China Standard Time),,s5w3,focus,
Thu Aug 27 2015 13:54:42 GMT+0800 (China Standard Time),,s5w3,label,"^"
Thu Aug 27 2015 13:54:42 GMT+0800 (China Standard Time),,s5w4,focus,
Thu Aug 27 2015 13:54:42 GMT+0800 (China Standard Time),,s5w5,focus,
Thu Aug 27 2015 13:54:43 GMT+0800 (China Standard Time),,s5w6,focus,
Thu Aug 27 2015 13:54:43 GMT+0800 (China Standard Time),,s5w7,focus,
Thu Aug 27 2015 13:54:44 GMT+0800 (China Standard Time),,s5w8,focus,
Thu Aug 27 2015 13:54:44 GMT+0800 (China Standard Time),,s5w9,focus,
Thu Aug 27 2015 13:54:44 GMT+0800 (China Standard Time),,s5w10,focus,
Thu Aug 27 2015 13:54:44 GMT+0800 (China Standard Time),,s5w11,focus,
Thu Aug 27 2015 13:54:45 GMT+0800 (China Standard Time),,s5w12,focus,
Thu Aug 27 2015 13:54:45 GMT+0800 (China Standard Time),,s5w13,focus,
Thu Aug 27 2015 13:54:45 GMT+0800 (China Standard Time),,s5w14,focus,
Thu Aug 27 2015 13:54:45 GMT+0800 (China Standard Time),,s5w15,focus,
Thu Aug 27 2015 13:54:46 GMT+0800 (China Standard Time),,s5w16,focus,
Thu Aug 27 2015 13:54:46 GMT+0800 (China Standard Time),,s5w17,focus,
Thu Aug 27 2015 13:54:46 GMT+0800 (China Standard Time),,s5w18,focus,
Thu Aug 27 2015 13:54:46 GMT+0800 (China Standard Time),,s5w19,focus,
Thu Aug 27 2015 13:54:47 GMT+0800 (China Standard Time),,s5w20,focus,
Thu Aug 27 2015 13:54:47 GMT+0800 (China Standard Time),,s5w21,focus,
Thu Aug 27 2015 13:54:47 GMT+0800 (China Standard Time),,s5w22,focus,
Thu Aug 27 2015 13:54:48 GMT+0800 (China Standard Time),,s5w23,focus,
Thu Aug 27 2015 13:54:48 GMT+0800 (China Standard Time),,s5w24,focus,
Thu Aug 27 2015 13:54:49 GMT+0800 (China Standard Time),,s5w25,focus,
Thu Aug 27 2015 13:54:49 GMT+0800 (China Standard Time),,s5w26,focus,
Thu Aug 27 2015 13:54:50 GMT+0800 (China Standard Time),,s5w27,focus,
Thu Aug 27 2015 13:54:50 GMT+0800 (China Standard Time),,s5w28,focus,
Thu Aug 27 2015 13:54:50 GMT+0800 (China Standard Time),,s5w29,focus,
Thu Aug 27 2015 13:54:51 GMT+0800 (China Standard Time),,s5w30,focus,
Thu Aug 27 2015 13:54:51 GMT+0800 (China Standard Time),,s5w31,focus,
Thu Aug 27 2015 13:54:51 GMT+0800 (China Standard Time),,s5w32,focus,
Thu Aug 27 2015 13:54:52 GMT+0800 (China Standard Time),,s5w33,focus,
Thu Aug 27 2015 13:54:52 GMT+0800 (China Standard Time),,s5w34,focus,
Thu Aug 27 2015 13:54:52 GMT+0800 (China Standard Time),,s5w35,focus,
Thu Aug 27 2015 13:54:53 GMT+0800 (China Standard Time),,s5w36,focus,
Thu Aug 27 2015 13:54:53 GMT+0800 (China Standard Time),,s5w36,label,"^"
Thu Aug 27 2015 13:54:54 GMT+0800 (China Standard Time),,s5w37,focus,
Thu Aug 27 2015 13:54:54 GMT+0800 (China Standard Time),,s5w38,focus,
Thu Aug 27 2015 13:54:54 GMT+0800 (China Standard Time),,s5w39,focus,
Thu Aug 27 2015 13:54:55 GMT+0800 (China Standard Time),,s5w40,focus,
Thu Aug 27 2015 13:54:55 GMT+0800 (China Standard Time),,s5w41,focus,
Thu Aug 27 2015 13:54:55 GMT+0800 (China Standard Time),,s5w42,focus,
Thu Aug 27 2015 13:54:55 GMT+0800 (China Standard Time),,s5w43,focus,
Thu Aug 27 2015 13:54:56 GMT+0800 (China Standard Time),,s5w44,focus,
Thu Aug 27 2015 13:54:56 GMT+0800 (China Standard Time),,s5w45,focus,
Thu Aug 27 2015 13:54:56 GMT+0800 (China Standard Time),,s5w46,focus,
Thu Aug 27 2015 13:54:57 GMT+0800 (China Standard Time),,s5w47,focus,
Thu Aug 27 2015 13:54:57 GMT+0800 (China Standard Time),,s5w48,focus,
Thu Aug 27 2015 13:54:57 GMT+0800 (China Standard Time),,s5w49,focus,
Thu Aug 27 2015 13:54:58 GMT+0800 (China Standard Time),,s5w50,focus,
Thu Aug 27 2015 13:54:58 GMT+0800 (China Standard Time),,s5w51,focus,
Thu Aug 27 2015 13:54:58 GMT+0800 (China Standard Time),,s5w52,focus,
Thu Aug 27 2015 13:54:59 GMT+0800 (China Standard Time),,s5w53,focus,
Thu Aug 27 2015 13:54:59 GMT+0800 (China Standard Time),,s5w54,focus,
Thu Aug 27 2015 13:54:59 GMT+0800 (China Standard Time),,s5w55,focus,
Thu Aug 27 2015 13:54:59 GMT+0800 (China Standard Time),,s5w56,focus,
Thu Aug 27 2015 13:55:00 GMT+0800 (China Standard Time),,s5w57,focus,
Thu Aug 27 2015 13:55:00 GMT+0800 (China Standard Time),,s5w58,focus,
Thu Aug 27 2015 13:55:00 GMT+0800 (China Standard Time),,s5w59,focus,
Thu Aug 27 2015 13:55:00 GMT+0800 (China Standard Time),,s5w60,focus,
Thu Aug 27 2015 13:55:00 GMT+0800 (China Standard Time),,s5w61,focus,
Thu Aug 27 2015 13:55:00 GMT+0800 (China Standard Time),,s5w62,focus,
Thu Aug 27 2015 13:55:01 GMT+0800 (China Standard Time),,s5w63,focus,
Thu Aug 27 2015 13:55:01 GMT+0800 (China Standard Time),,s5w64,focus,
Thu Aug 27 2015 13:55:01 GMT+0800 (China Standard Time),,s5w65,focus,
Thu Aug 27 2015 13:55:02 GMT+0800 (China Standard Time),,s5w66,focus,
Thu Aug 27 2015 13:55:02 GMT+0800 (China Standard Time),,s5w67,focus,
Thu Aug 27 2015 13:55:02 GMT+0800 (China Standard Time),,s5w68,focus,
Thu Aug 27 2015 13:55:03 GMT+0800 (China Standard Time),,s5w69,focus,
Thu Aug 27 2015 13:55:03 GMT+0800 (China Standard Time),,s5w70,focus,
Thu Aug 27 2015 13:55:05 GMT+0800 (China Standard Time),,s5w71,focus,
Thu Aug 27 2015 13:55:05 GMT+0800 (China Standard Time),,s5w72,focus,
Thu Aug 27 2015 13:55:05 GMT+0800 (China Standard Time),,s5w73,focus,
Thu Aug 27 2015 13:55:06 GMT+0800 (China Standard Time),,s5w74,focus,
Thu Aug 27 2015 13:55:06 GMT+0800 (China Standard Time),,s5w75,focus,
Thu Aug 27 2015 13:55:06 GMT+0800 (China Standard Time),,s5w76,focus,
Thu Aug 27 2015 13:55:06 GMT+0800 (China Standard Time),,s5w77,focus,
Thu Aug 27 2015 13:55:06 GMT+0800 (China Standard Time),,s5w78,focus,
Thu Aug 27 2015 13:55:07 GMT+0800 (China Standard Time),,s5w79,focus,
Thu Aug 27 2015 13:55:07 GMT+0800 (China Standard Time),,s5w80,focus,
Thu Aug 27 2015 13:55:08 GMT+0800 (China Standard Time),,s5w81,focus,
Thu Aug 27 2015 13:55:08 GMT+0800 (China Standard Time),,s5w82,focus,
Thu Aug 27 2015 13:55:08 GMT+0800 (China Standard Time),,s5w83,focus,
Thu Aug 27 2015 13:55:08 GMT+0800 (China Standard Time),,s5w84,focus,
Thu Aug 27 2015 13:55:09 GMT+0800 (China Standard Time),,s5w85,focus,
Thu Aug 27 2015 13:55:09 GMT+0800 (China Standard Time),,s5w86,focus,
Thu Aug 27 2015 13:55:09 GMT+0800 (China Standard Time),,s5w87,focus,
Thu Aug 27 2015 13:55:10 GMT+0800 (China Standard Time),,s5w88,focus,
Thu Aug 27 2015 13:55:10 GMT+0800 (China Standard Time),,s5w89,focus,
Thu Aug 27 2015 13:55:10 GMT+0800 (China Standard Time),,s5w90,focus,
Thu Aug 27 2015 13:55:10 GMT+0800 (China Standard Time),,s5w91,focus,
Thu Aug 27 2015 13:55:11 GMT+0800 (China Standard Time),,s5w92,focus,
Thu Aug 27 2015 13:55:11 GMT+0800 (China Standard Time),,s5w93,focus,
Thu Aug 27 2015 13:55:11 GMT+0800 (China Standard Time),,s5w94,focus,
Thu Aug 27 2015 13:55:11 GMT+0800 (China Standard Time),,s5w95,focus,
Thu Aug 27 2015 13:55:12 GMT+0800 (China Standard Time),,s5w96,focus,
Thu Aug 27 2015 13:55:12 GMT+0800 (China Standard Time),,s5w97,focus,
Thu Aug 27 2015 13:55:12 GMT+0800 (China Standard Time),,s5w98,focus,
Thu Aug 27 2015 13:55:13 GMT+0800 (China Standard Time),,s5w99,focus,
Thu Aug 27 2015 13:55:13 GMT+0800 (China Standard Time),,s5w100,focus,
Thu Aug 27 2015 13:55:18 GMT+0800 (China Standard Time),,s5w100,label,"A"
Thu Aug 27 2015 13:55:18 GMT+0800 (China Standard Time),,s5w101,focus,
Thu Aug 27 2015 13:55:19 GMT+0800 (China Standard Time),,s5w102,focus,
Thu Aug 27 2015 13:55:19 GMT+0800 (China Standard Time),,s5w103,focus,
Thu Aug 27 2015 13:55:20 GMT+0800 (China Standard Time),,s5w104,focus,
Thu Aug 27 2015 13:55:20 GMT+0800 (China Standard Time),,s5w105,focus,
Thu Aug 27 2015 13:55:20 GMT+0800 (China Standard Time),,s5w106,focus,
Thu Aug 27 2015 13:55:21 GMT+0800 (China Standard Time),,s5w107,focus,
Thu Aug 27 2015 13:55:21 GMT+0800 (China Standard Time),,s5w108,focus,
Thu Aug 27 2015 13:55:21 GMT+0800 (China Standard Time),,s6w1,focus,
Thu Aug 27 2015 13:55:22 GMT+0800 (China Standard Time),,s6w2,focus,
Thu Aug 27 2015 13:55:22 GMT+0800 (China Standard Time),,s6w3,focus,
Thu Aug 27 2015 13:55:22 GMT+0800 (China Standard Time),,s6w4,focus,
Thu Aug 27 2015 13:55:23 GMT+0800 (China Standard Time),,s6w5,focus,
Thu Aug 27 2015 13:55:24 GMT+0800 (China Standard Time),,s6w5,label,"^"
Thu Aug 27 2015 13:55:24 GMT+0800 (China Standard Time),,s6w6,focus,
Thu Aug 27 2015 13:55:25 GMT+0800 (China Standard Time),,s6w7,focus,
Thu Aug 27 2015 13:55:25 GMT+0800 (China Standard Time),,s6w8,focus,
Thu Aug 27 2015 13:55:25 GMT+0800 (China Standard Time),,s6w9,focus,
Thu Aug 27 2015 13:55:26 GMT+0800 (China Standard Time),,s6w10,focus,
Thu Aug 27 2015 13:55:26 GMT+0800 (China Standard Time),,s6w11,focus,
Thu Aug 27 2015 13:55:26 GMT+0800 (China Standard Time),,s6w12,focus,
Thu Aug 27 2015 13:55:27 GMT+0800 (China Standard Time),,s6w13,focus,
Thu Aug 27 2015 13:55:27 GMT+0800 (China Standard Time),,s6w14,focus,
Thu Aug 27 2015 13:55:27 GMT+0800 (China Standard Time),,s6w15,focus,
Thu Aug 27 2015 13:55:28 GMT+0800 (China Standard Time),,s6w16,focus,
Thu Aug 27 2015 13:55:28 GMT+0800 (China Standard Time),,s6w17,focus,
Thu Aug 27 2015 13:55:28 GMT+0800 (China Standard Time),,s6w18,focus,
Thu Aug 27 2015 13:55:29 GMT+0800 (China Standard Time),,s6w19,focus,
Thu Aug 27 2015 13:55:29 GMT+0800 (China Standard Time),,s6w20,focus,
Thu Aug 27 2015 13:55:29 GMT+0800 (China Standard Time),,s6w21,focus,
Thu Aug 27 2015 13:55:30 GMT+0800 (China Standard Time),,s6w21,label,"^"
Thu Aug 27 2015 13:55:31 GMT+0800 (China Standard Time),,s6w22,focus,
Thu Aug 27 2015 13:55:31 GMT+0800 (China Standard Time),,s6w23,focus,
Thu Aug 27 2015 13:55:31 GMT+0800 (China Standard Time),,s6w24,focus,
Thu Aug 27 2015 13:55:32 GMT+0800 (China Standard Time),,s6w25,focus,
Thu Aug 27 2015 13:55:32 GMT+0800 (China Standard Time),,s6w26,focus,
Thu Aug 27 2015 13:55:35 GMT+0800 (China Standard Time),,s7w1,focus,
Thu Aug 27 2015 13:55:36 GMT+0800 (China Standard Time),,s7w2,focus,
Thu Aug 27 2015 13:55:37 GMT+0800 (China Standard Time),,s7w2,label,"N"
Thu Aug 27 2015 13:55:37 GMT+0800 (China Standard Time),,s7w3,focus,
Thu Aug 27 2015 13:55:38 GMT+0800 (China Standard Time),,s8w1,focus,
Thu Aug 27 2015 13:55:38 GMT+0800 (China Standard Time),,s8w2,focus,
Thu Aug 27 2015 13:55:39 GMT+0800 (China Standard Time),,s8w3,focus,
Thu Aug 27 2015 13:55:39 GMT+0800 (China Standard Time),,s8w4,focus,
Thu Aug 27 2015 13:55:39 GMT+0800 (China Standard Time),,s8w5,focus,
Thu Aug 27 2015 13:55:40 GMT+0800 (China Standard Time),,s8w6,focus,
Thu Aug 27 2015 13:55:40 GMT+0800 (China Standard Time),,s8w7,focus,
Thu Aug 27 2015 13:55:40 GMT+0800 (China Standard Time),,s8w8,focus,
Thu Aug 27 2015 13:55:41 GMT+0800 (China Standard Time),,s8w9,focus,
Thu Aug 27 2015 13:55:41 GMT+0800 (China Standard Time),,s8w10,focus,
Thu Aug 27 2015 13:55:41 GMT+0800 (China Standard Time),,s8w11,focus,
Thu Aug 27 2015 13:55:41 GMT+0800 (China Standard Time),,s8w12,focus,
Thu Aug 27 2015 13:55:42 GMT+0800 (China Standard Time),,s8w13,focus,
Thu Aug 27 2015 13:55:42 GMT+0800 (China Standard Time),,s8w14,focus,
Thu Aug 27 2015 13:55:44 GMT+0800 (China Standard Time),,s8w14,label,"A"
Thu Aug 27 2015 13:55:44 GMT+0800 (China Standard Time),,s8w15,focus,
Thu Aug 27 2015 13:55:46 GMT+0800 (China Standard Time),,s8w16,focus,
Thu Aug 27 2015 13:55:47 GMT+0800 (China Standard Time),,s8w17,focus,
Thu Aug 27 2015 13:55:47 GMT+0800 (China Standard Time),,s8w18,focus,
Thu Aug 27 2015 13:55:48 GMT+0800 (China Standard Time),,s8w19,focus,
Thu Aug 27 2015 13:55:48 GMT+0800 (China Standard Time),,s8w20,focus,
Thu Aug 27 2015 13:55:51 GMT+0800 (China Standard Time),,s8w16,focus,
Thu Aug 27 2015 13:55:51 GMT+0800 (China Standard Time),,s8w16,focus,
Thu Aug 27 2015 13:55:52 GMT+0800 (China Standard Time),,s8w16,label,"N"
Thu Aug 27 2015 13:55:52 GMT+0800 (China Standard Time),,s8w17,focus,
Thu Aug 27 2015 13:55:53 GMT+0800 (China Standard Time),,s8w18,focus,
Thu Aug 27 2015 13:55:53 GMT+0800 (China Standard Time),,s8w19,focus,
Thu Aug 27 2015 13:55:54 GMT+0800 (China Standard Time),,s8w20,focus,
Thu Aug 27 2015 13:55:58 GMT+0800 (China Standard Time),,,submitPage,
