Wed Aug 26 2015 21:09:39 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Wed Aug 26 2015 21:12:23 GMT+0800 (China Standard Time),,s8w12,focus,
Wed Aug 26 2015 21:12:23 GMT+0800 (China Standard Time),,s8w13,focus,
Wed Aug 26 2015 21:12:23 GMT+0800 (China Standard Time),,s8w14,focus,
Wed Aug 26 2015 21:12:24 GMT+0800 (China Standard Time),,s8w15,focus,
Wed Aug 26 2015 21:12:25 GMT+0800 (China Standard Time),,s8w16,focus,
Wed Aug 26 2015 21:12:26 GMT+0800 (China Standard Time),,s8w17,focus,
Wed Aug 26 2015 21:12:27 GMT+0800 (China Standard Time),,s8w17,label,"^"
Wed Aug 26 2015 21:12:27 GMT+0800 (China Standard Time),,s8w18,focus,
Wed Aug 26 2015 21:12:28 GMT+0800 (China Standard Time),,s8w19,focus,
Wed Aug 26 2015 21:12:28 GMT+0800 (China Standard Time),,s8w20,focus,
Wed Aug 26 2015 21:12:29 GMT+0800 (China Standard Time),,s8w21,focus,
Wed Aug 26 2015 21:12:30 GMT+0800 (China Standard Time),,s8w21,label,"^"
Wed Aug 26 2015 21:12:30 GMT+0800 (China Standard Time),,s8w22,focus,
Wed Aug 26 2015 21:12:30 GMT+0800 (China Standard Time),,s9w1,focus,
Wed Aug 26 2015 21:12:31 GMT+0800 (China Standard Time),,s9w2,focus,
Wed Aug 26 2015 21:12:32 GMT+0800 (China Standard Time),,s9w3,focus,
Wed Aug 26 2015 21:12:32 GMT+0800 (China Standard Time),,s9w4,focus,
Wed Aug 26 2015 21:12:33 GMT+0800 (China Standard Time),,s9w5,focus,
Wed Aug 26 2015 21:12:35 GMT+0800 (China Standard Time),,s9w5,label,"^"
Wed Aug 26 2015 21:12:35 GMT+0800 (China Standard Time),,s9w6,focus,
Wed Aug 26 2015 21:12:35 GMT+0800 (China Standard Time),,s9w7,focus,
Wed Aug 26 2015 21:12:36 GMT+0800 (China Standard Time),,s9w8,focus,
Wed Aug 26 2015 21:12:36 GMT+0800 (China Standard Time),,s9w9,focus,
Wed Aug 26 2015 21:12:37 GMT+0800 (China Standard Time),,s9w10,focus,
Wed Aug 26 2015 21:12:37 GMT+0800 (China Standard Time),,s9w11,focus,
Wed Aug 26 2015 21:12:37 GMT+0800 (China Standard Time),,s10w1,focus,
Wed Aug 26 2015 21:12:38 GMT+0800 (China Standard Time),,s10w2,focus,
Wed Aug 26 2015 21:12:38 GMT+0800 (China Standard Time),,s10w3,focus,
Wed Aug 26 2015 21:12:39 GMT+0800 (China Standard Time),,s10w4,focus,
Wed Aug 26 2015 21:12:39 GMT+0800 (China Standard Time),,s10w5,focus,
Wed Aug 26 2015 21:12:39 GMT+0800 (China Standard Time),,s10w6,focus,
Wed Aug 26 2015 21:12:41 GMT+0800 (China Standard Time),,s10w5,focus,
Wed Aug 26 2015 21:12:41 GMT+0800 (China Standard Time),,s10w5,focus,
Wed Aug 26 2015 21:12:42 GMT+0800 (China Standard Time),,s10w5,label,"N"
Wed Aug 26 2015 21:12:46 GMT+0800 (China Standard Time),,s10w5,label,"^"
Wed Aug 26 2015 21:12:46 GMT+0800 (China Standard Time),,s10w6,focus,
Wed Aug 26 2015 21:12:46 GMT+0800 (China Standard Time),,s10w7,focus,
Wed Aug 26 2015 21:12:47 GMT+0800 (China Standard Time),,s10w8,focus,
Wed Aug 26 2015 21:12:48 GMT+0800 (China Standard Time),,s10w9,focus,
Wed Aug 26 2015 21:12:48 GMT+0800 (China Standard Time),,s10w10,focus,
Wed Aug 26 2015 21:12:49 GMT+0800 (China Standard Time),,s10w11,focus,
Wed Aug 26 2015 21:12:49 GMT+0800 (China Standard Time),,s10w12,focus,
Wed Aug 26 2015 21:12:49 GMT+0800 (China Standard Time),,s10w13,focus,
Wed Aug 26 2015 21:12:50 GMT+0800 (China Standard Time),,s10w14,focus,
Wed Aug 26 2015 21:12:50 GMT+0800 (China Standard Time),,s10w15,focus,
Wed Aug 26 2015 21:12:50 GMT+0800 (China Standard Time),,s10w16,focus,
Wed Aug 26 2015 21:12:50 GMT+0800 (China Standard Time),,s10w17,focus,
Wed Aug 26 2015 21:12:51 GMT+0800 (China Standard Time),,s10w18,focus,
Wed Aug 26 2015 21:12:51 GMT+0800 (China Standard Time),,s10w19,focus,
Wed Aug 26 2015 21:12:51 GMT+0800 (China Standard Time),,s10w20,focus,
Wed Aug 26 2015 21:12:51 GMT+0800 (China Standard Time),,s10w21,focus,
Wed Aug 26 2015 21:12:52 GMT+0800 (China Standard Time),,s11w1,focus,
Wed Aug 26 2015 21:12:52 GMT+0800 (China Standard Time),,s11w2,focus,
Wed Aug 26 2015 21:12:53 GMT+0800 (China Standard Time),,s11w3,focus,
Wed Aug 26 2015 21:12:53 GMT+0800 (China Standard Time),,s11w4,focus,
Wed Aug 26 2015 21:12:53 GMT+0800 (China Standard Time),,s11w5,focus,
Wed Aug 26 2015 21:12:53 GMT+0800 (China Standard Time),,s11w6,focus,
Wed Aug 26 2015 21:12:54 GMT+0800 (China Standard Time),,s11w7,focus,
Wed Aug 26 2015 21:12:54 GMT+0800 (China Standard Time),,s11w8,focus,
Wed Aug 26 2015 21:12:54 GMT+0800 (China Standard Time),,s11w9,focus,
Wed Aug 26 2015 21:12:55 GMT+0800 (China Standard Time),,s11w10,focus,
Wed Aug 26 2015 21:12:55 GMT+0800 (China Standard Time),,s11w11,focus,
Wed Aug 26 2015 21:12:55 GMT+0800 (China Standard Time),,s11w12,focus,
Wed Aug 26 2015 21:12:56 GMT+0800 (China Standard Time),,s11w13,focus,
Wed Aug 26 2015 21:12:56 GMT+0800 (China Standard Time),,s11w14,focus,
Wed Aug 26 2015 21:12:56 GMT+0800 (China Standard Time),,s11w15,focus,
Wed Aug 26 2015 21:12:56 GMT+0800 (China Standard Time),,s11w16,focus,
Wed Aug 26 2015 21:12:57 GMT+0800 (China Standard Time),,s11w17,focus,
Wed Aug 26 2015 21:12:57 GMT+0800 (China Standard Time),,s11w18,focus,
Wed Aug 26 2015 21:12:57 GMT+0800 (China Standard Time),,s11w19,focus,
Wed Aug 26 2015 21:12:57 GMT+0800 (China Standard Time),,s11w20,focus,
Wed Aug 26 2015 21:12:58 GMT+0800 (China Standard Time),,s11w21,focus,
Wed Aug 26 2015 21:12:58 GMT+0800 (China Standard Time),,s11w22,focus,
Wed Aug 26 2015 21:12:59 GMT+0800 (China Standard Time),,s11w23,focus,
Wed Aug 26 2015 21:12:59 GMT+0800 (China Standard Time),,s11w24,focus,
Wed Aug 26 2015 21:12:59 GMT+0800 (China Standard Time),,s11w25,focus,
Wed Aug 26 2015 21:13:01 GMT+0800 (China Standard Time),,s11w26,focus,
Wed Aug 26 2015 21:13:01 GMT+0800 (China Standard Time),,s11w27,focus,
Wed Aug 26 2015 21:13:02 GMT+0800 (China Standard Time),,s11w28,focus,
Wed Aug 26 2015 21:13:02 GMT+0800 (China Standard Time),,s11w29,focus,
Wed Aug 26 2015 21:13:02 GMT+0800 (China Standard Time),,s11w30,focus,
Wed Aug 26 2015 21:13:03 GMT+0800 (China Standard Time),,s11w31,focus,
Wed Aug 26 2015 21:13:03 GMT+0800 (China Standard Time),,s11w32,focus,
Wed Aug 26 2015 21:13:03 GMT+0800 (China Standard Time),,s11w33,focus,
Wed Aug 26 2015 21:13:04 GMT+0800 (China Standard Time),,s11w34,focus,
Wed Aug 26 2015 21:13:05 GMT+0800 (China Standard Time),,s11w35,focus,
Wed Aug 26 2015 21:13:05 GMT+0800 (China Standard Time),,s11w36,focus,
Wed Aug 26 2015 21:13:06 GMT+0800 (China Standard Time),,s11w37,focus,
Wed Aug 26 2015 21:13:06 GMT+0800 (China Standard Time),,s11w38,focus,
Wed Aug 26 2015 21:13:06 GMT+0800 (China Standard Time),,s11w39,focus,
Wed Aug 26 2015 21:13:06 GMT+0800 (China Standard Time),,s11w40,focus,
Wed Aug 26 2015 21:13:07 GMT+0800 (China Standard Time),,s11w41,focus,
Wed Aug 26 2015 21:13:07 GMT+0800 (China Standard Time),,s11w42,focus,
Wed Aug 26 2015 21:13:07 GMT+0800 (China Standard Time),,s11w43,focus,
Wed Aug 26 2015 21:13:07 GMT+0800 (China Standard Time),,s11w44,focus,
Wed Aug 26 2015 21:13:08 GMT+0800 (China Standard Time),,s11w45,focus,
Wed Aug 26 2015 21:13:08 GMT+0800 (China Standard Time),,s11w46,focus,
Wed Aug 26 2015 21:13:08 GMT+0800 (China Standard Time),,s11w47,focus,
Wed Aug 26 2015 21:13:09 GMT+0800 (China Standard Time),,s11w48,focus,
Wed Aug 26 2015 21:13:09 GMT+0800 (China Standard Time),,s11w49,focus,
Wed Aug 26 2015 21:13:09 GMT+0800 (China Standard Time),,s11w50,focus,
Wed Aug 26 2015 21:13:09 GMT+0800 (China Standard Time),,s11w51,focus,
Wed Aug 26 2015 21:13:10 GMT+0800 (China Standard Time),,s11w52,focus,
Wed Aug 26 2015 21:13:10 GMT+0800 (China Standard Time),,s11w53,focus,
Wed Aug 26 2015 21:13:10 GMT+0800 (China Standard Time),,s11w54,focus,
Wed Aug 26 2015 21:13:11 GMT+0800 (China Standard Time),,s11w55,focus,
Wed Aug 26 2015 21:13:11 GMT+0800 (China Standard Time),,s11w56,focus,
Wed Aug 26 2015 21:13:11 GMT+0800 (China Standard Time),,s11w57,focus,
Wed Aug 26 2015 21:13:12 GMT+0800 (China Standard Time),,s11w58,focus,
Wed Aug 26 2015 21:13:12 GMT+0800 (China Standard Time),,s11w59,focus,
Wed Aug 26 2015 21:13:12 GMT+0800 (China Standard Time),,s11w60,focus,
Wed Aug 26 2015 21:13:13 GMT+0800 (China Standard Time),,s11w61,focus,
Wed Aug 26 2015 21:13:13 GMT+0800 (China Standard Time),,s11w62,focus,
Wed Aug 26 2015 21:13:13 GMT+0800 (China Standard Time),,s11w63,focus,
Wed Aug 26 2015 21:13:13 GMT+0800 (China Standard Time),,s11w64,focus,
Wed Aug 26 2015 21:13:14 GMT+0800 (China Standard Time),,s11w65,focus,
Wed Aug 26 2015 21:13:14 GMT+0800 (China Standard Time),,s11w66,focus,
Wed Aug 26 2015 21:13:14 GMT+0800 (China Standard Time),,s11w67,focus,
Wed Aug 26 2015 21:13:14 GMT+0800 (China Standard Time),,s11w68,focus,
Wed Aug 26 2015 21:13:15 GMT+0800 (China Standard Time),,s11w69,focus,
Wed Aug 26 2015 21:13:15 GMT+0800 (China Standard Time),,s11w70,focus,
Wed Aug 26 2015 21:13:15 GMT+0800 (China Standard Time),,s11w71,focus,
Wed Aug 26 2015 21:13:16 GMT+0800 (China Standard Time),,s11w72,focus,
Wed Aug 26 2015 21:13:16 GMT+0800 (China Standard Time),,s11w73,focus,
Wed Aug 26 2015 21:13:16 GMT+0800 (China Standard Time),,s11w74,focus,
Wed Aug 26 2015 21:13:17 GMT+0800 (China Standard Time),,s11w75,focus,
Wed Aug 26 2015 21:13:17 GMT+0800 (China Standard Time),,s11w76,focus,
Wed Aug 26 2015 21:13:17 GMT+0800 (China Standard Time),,s11w77,focus,
Wed Aug 26 2015 21:13:18 GMT+0800 (China Standard Time),,s11w78,focus,
Wed Aug 26 2015 21:13:18 GMT+0800 (China Standard Time),,s11w79,focus,
Wed Aug 26 2015 21:13:18 GMT+0800 (China Standard Time),,s11w80,focus,
Wed Aug 26 2015 21:13:18 GMT+0800 (China Standard Time),,s11w81,focus,
Wed Aug 26 2015 21:13:19 GMT+0800 (China Standard Time),,s11w82,focus,
Wed Aug 26 2015 21:13:19 GMT+0800 (China Standard Time),,s11w83,focus,
Wed Aug 26 2015 21:13:19 GMT+0800 (China Standard Time),,s11w84,focus,
Wed Aug 26 2015 21:13:20 GMT+0800 (China Standard Time),,s11w85,focus,
Wed Aug 26 2015 21:13:20 GMT+0800 (China Standard Time),,s11w86,focus,
Wed Aug 26 2015 21:13:20 GMT+0800 (China Standard Time),,s11w87,focus,
Wed Aug 26 2015 21:13:21 GMT+0800 (China Standard Time),,s11w88,focus,
Wed Aug 26 2015 21:13:21 GMT+0800 (China Standard Time),,s11w89,focus,
Wed Aug 26 2015 21:13:22 GMT+0800 (China Standard Time),,s11w90,focus,
Wed Aug 26 2015 21:13:22 GMT+0800 (China Standard Time),,s11w91,focus,
Wed Aug 26 2015 21:13:22 GMT+0800 (China Standard Time),,s11w92,focus,
Wed Aug 26 2015 21:13:23 GMT+0800 (China Standard Time),,s11w93,focus,
Wed Aug 26 2015 21:13:23 GMT+0800 (China Standard Time),,s11w94,focus,
Wed Aug 26 2015 21:13:23 GMT+0800 (China Standard Time),,s11w95,focus,
Wed Aug 26 2015 21:13:23 GMT+0800 (China Standard Time),,s11w96,focus,
Wed Aug 26 2015 21:13:24 GMT+0800 (China Standard Time),,s11w97,focus,
Wed Aug 26 2015 21:13:25 GMT+0800 (China Standard Time),,s11w98,focus,
Wed Aug 26 2015 21:13:25 GMT+0800 (China Standard Time),,s12w1,focus,
Wed Aug 26 2015 21:13:25 GMT+0800 (China Standard Time),,s12w2,focus,
Wed Aug 26 2015 21:13:26 GMT+0800 (China Standard Time),,s12w3,focus,
Wed Aug 26 2015 21:13:26 GMT+0800 (China Standard Time),,s12w4,focus,
Wed Aug 26 2015 21:13:26 GMT+0800 (China Standard Time),,s12w5,focus,
Wed Aug 26 2015 21:13:26 GMT+0800 (China Standard Time),,s12w6,focus,
Wed Aug 26 2015 21:13:27 GMT+0800 (China Standard Time),,s12w7,focus,
Wed Aug 26 2015 21:13:27 GMT+0800 (China Standard Time),,s12w8,focus,
Wed Aug 26 2015 21:13:27 GMT+0800 (China Standard Time),,s12w9,focus,
Wed Aug 26 2015 21:13:28 GMT+0800 (China Standard Time),,s12w10,focus,
Wed Aug 26 2015 21:13:28 GMT+0800 (China Standard Time),,s12w11,focus,
Wed Aug 26 2015 21:13:29 GMT+0800 (China Standard Time),,s12w12,focus,
Wed Aug 26 2015 21:13:29 GMT+0800 (China Standard Time),,s12w13,focus,
Wed Aug 26 2015 21:13:29 GMT+0800 (China Standard Time),,s12w14,focus,
Wed Aug 26 2015 21:13:30 GMT+0800 (China Standard Time),,s12w15,focus,
Wed Aug 26 2015 21:13:30 GMT+0800 (China Standard Time),,s12w16,focus,
Wed Aug 26 2015 21:13:31 GMT+0800 (China Standard Time),,s12w17,focus,
Wed Aug 26 2015 21:13:31 GMT+0800 (China Standard Time),,s13w1,focus,
Wed Aug 26 2015 21:13:31 GMT+0800 (China Standard Time),,s13w2,focus,
Wed Aug 26 2015 21:13:32 GMT+0800 (China Standard Time),,s13w3,focus,
Wed Aug 26 2015 21:13:32 GMT+0800 (China Standard Time),,s13w4,focus,
Wed Aug 26 2015 21:13:32 GMT+0800 (China Standard Time),,s13w5,focus,
Wed Aug 26 2015 21:13:33 GMT+0800 (China Standard Time),,s13w6,focus,
Wed Aug 26 2015 21:13:33 GMT+0800 (China Standard Time),,s13w7,focus,
Wed Aug 26 2015 21:13:34 GMT+0800 (China Standard Time),,s13w8,focus,
Wed Aug 26 2015 21:13:34 GMT+0800 (China Standard Time),,s13w9,focus,
Wed Aug 26 2015 21:13:34 GMT+0800 (China Standard Time),,s13w10,focus,
Wed Aug 26 2015 21:13:34 GMT+0800 (China Standard Time),,s13w11,focus,
Wed Aug 26 2015 21:13:35 GMT+0800 (China Standard Time),,s13w12,focus,
Wed Aug 26 2015 21:13:35 GMT+0800 (China Standard Time),,s13w13,focus,
Wed Aug 26 2015 21:13:35 GMT+0800 (China Standard Time),,s13w14,focus,
Wed Aug 26 2015 21:13:36 GMT+0800 (China Standard Time),,s13w15,focus,
Wed Aug 26 2015 21:13:36 GMT+0800 (China Standard Time),,s13w16,focus,
Wed Aug 26 2015 21:13:36 GMT+0800 (China Standard Time),,s14w1,focus,
Wed Aug 26 2015 21:13:37 GMT+0800 (China Standard Time),,s14w2,focus,
Wed Aug 26 2015 21:13:37 GMT+0800 (China Standard Time),,s14w3,focus,
Wed Aug 26 2015 21:13:37 GMT+0800 (China Standard Time),,s14w4,focus,
Wed Aug 26 2015 21:13:37 GMT+0800 (China Standard Time),,s14w5,focus,
Wed Aug 26 2015 21:13:38 GMT+0800 (China Standard Time),,s14w6,focus,
Wed Aug 26 2015 21:13:38 GMT+0800 (China Standard Time),,s14w7,focus,
Wed Aug 26 2015 21:13:38 GMT+0800 (China Standard Time),,s14w8,focus,
Wed Aug 26 2015 21:13:39 GMT+0800 (China Standard Time),,s14w9,focus,
Wed Aug 26 2015 21:13:42 GMT+0800 (China Standard Time),,s14w8,focus,
Wed Aug 26 2015 21:13:42 GMT+0800 (China Standard Time),,s14w8,focus,
Wed Aug 26 2015 21:13:43 GMT+0800 (China Standard Time),,s14w8,label,"N"
Wed Aug 26 2015 21:13:44 GMT+0800 (China Standard Time),,s14w9,focus,
Wed Aug 26 2015 21:13:45 GMT+0800 (China Standard Time),,s14w10,focus,
Wed Aug 26 2015 21:13:47 GMT+0800 (China Standard Time),,s14w11,focus,
Wed Aug 26 2015 21:13:48 GMT+0800 (China Standard Time),,s14w12,focus,
Wed Aug 26 2015 21:13:48 GMT+0800 (China Standard Time),,s14w13,focus,
Wed Aug 26 2015 21:13:49 GMT+0800 (China Standard Time),,s14w14,focus,
Wed Aug 26 2015 21:13:49 GMT+0800 (China Standard Time),,s14w15,focus,
Wed Aug 26 2015 21:13:50 GMT+0800 (China Standard Time),,s14w16,focus,
Wed Aug 26 2015 21:13:50 GMT+0800 (China Standard Time),,s14w17,focus,
Wed Aug 26 2015 21:13:51 GMT+0800 (China Standard Time),,s14w18,focus,
Wed Aug 26 2015 21:13:51 GMT+0800 (China Standard Time),,s14w19,focus,
Wed Aug 26 2015 21:13:51 GMT+0800 (China Standard Time),,s14w20,focus,
Wed Aug 26 2015 21:13:51 GMT+0800 (China Standard Time),,s14w21,focus,
Wed Aug 26 2015 21:13:53 GMT+0800 (China Standard Time),,s15w1,focus,
Wed Aug 26 2015 21:13:53 GMT+0800 (China Standard Time),,s15w2,focus,
Wed Aug 26 2015 21:13:54 GMT+0800 (China Standard Time),,s15w3,focus,
Wed Aug 26 2015 21:13:54 GMT+0800 (China Standard Time),,s15w4,focus,
Wed Aug 26 2015 21:13:54 GMT+0800 (China Standard Time),,s15w5,focus,
Wed Aug 26 2015 21:13:54 GMT+0800 (China Standard Time),,s15w6,focus,
Wed Aug 26 2015 21:13:55 GMT+0800 (China Standard Time),,s15w7,focus,
Wed Aug 26 2015 21:13:55 GMT+0800 (China Standard Time),,s15w8,focus,
Wed Aug 26 2015 21:13:55 GMT+0800 (China Standard Time),,s15w9,focus,
Wed Aug 26 2015 21:13:55 GMT+0800 (China Standard Time),,s15w10,focus,
Wed Aug 26 2015 21:13:56 GMT+0800 (China Standard Time),,s15w11,focus,
Wed Aug 26 2015 21:13:56 GMT+0800 (China Standard Time),,s15w12,focus,
Wed Aug 26 2015 21:13:56 GMT+0800 (China Standard Time),,s15w13,focus,
Wed Aug 26 2015 21:13:57 GMT+0800 (China Standard Time),,s15w14,focus,
Wed Aug 26 2015 21:13:57 GMT+0800 (China Standard Time),,s15w15,focus,
Wed Aug 26 2015 21:13:57 GMT+0800 (China Standard Time),,s15w16,focus,
Wed Aug 26 2015 21:13:57 GMT+0800 (China Standard Time),,s15w17,focus,
Wed Aug 26 2015 21:13:57 GMT+0800 (China Standard Time),,s15w18,focus,
Wed Aug 26 2015 21:13:58 GMT+0800 (China Standard Time),,s15w19,focus,
Wed Aug 26 2015 21:13:58 GMT+0800 (China Standard Time),,s15w20,focus,
Wed Aug 26 2015 21:13:59 GMT+0800 (China Standard Time),,s15w21,focus,
Wed Aug 26 2015 21:13:59 GMT+0800 (China Standard Time),,s15w22,focus,
Wed Aug 26 2015 21:13:59 GMT+0800 (China Standard Time),,s15w23,focus,
Wed Aug 26 2015 21:13:59 GMT+0800 (China Standard Time),,s15w24,focus,
Wed Aug 26 2015 21:14:00 GMT+0800 (China Standard Time),,s15w25,focus,
Wed Aug 26 2015 21:14:00 GMT+0800 (China Standard Time),,s15w26,focus,
Wed Aug 26 2015 21:14:00 GMT+0800 (China Standard Time),,s15w27,focus,
Wed Aug 26 2015 21:14:00 GMT+0800 (China Standard Time),,s15w28,focus,
Wed Aug 26 2015 21:14:01 GMT+0800 (China Standard Time),,s15w29,focus,
Wed Aug 26 2015 21:14:01 GMT+0800 (China Standard Time),,s15w30,focus,
Wed Aug 26 2015 21:14:01 GMT+0800 (China Standard Time),,s15w31,focus,
Wed Aug 26 2015 21:14:01 GMT+0800 (China Standard Time),,s15w32,focus,
Wed Aug 26 2015 21:14:02 GMT+0800 (China Standard Time),,s15w33,focus,
Wed Aug 26 2015 21:14:02 GMT+0800 (China Standard Time),,s15w34,focus,
Wed Aug 26 2015 21:14:02 GMT+0800 (China Standard Time),,s15w35,focus,
Wed Aug 26 2015 21:14:03 GMT+0800 (China Standard Time),,s15w36,focus,
Wed Aug 26 2015 21:14:03 GMT+0800 (China Standard Time),,s15w37,focus,
Wed Aug 26 2015 21:14:03 GMT+0800 (China Standard Time),,s15w38,focus,
Wed Aug 26 2015 21:14:04 GMT+0800 (China Standard Time),,s15w39,focus,
Wed Aug 26 2015 21:14:04 GMT+0800 (China Standard Time),,s15w40,focus,
Wed Aug 26 2015 21:14:04 GMT+0800 (China Standard Time),,s15w41,focus,
Wed Aug 26 2015 21:14:04 GMT+0800 (China Standard Time),,s15w42,focus,
Wed Aug 26 2015 21:14:05 GMT+0800 (China Standard Time),,s15w43,focus,
Wed Aug 26 2015 21:14:06 GMT+0800 (China Standard Time),,s15w44,focus,
Wed Aug 26 2015 21:14:06 GMT+0800 (China Standard Time),,s15w45,focus,
Wed Aug 26 2015 21:14:06 GMT+0800 (China Standard Time),,s15w46,focus,
Wed Aug 26 2015 21:14:07 GMT+0800 (China Standard Time),,s15w47,focus,
Wed Aug 26 2015 21:14:07 GMT+0800 (China Standard Time),,s15w48,focus,
Wed Aug 26 2015 21:14:07 GMT+0800 (China Standard Time),,s15w49,focus,
Wed Aug 26 2015 21:14:08 GMT+0800 (China Standard Time),,s15w50,focus,
Wed Aug 26 2015 21:14:08 GMT+0800 (China Standard Time),,s15w51,focus,
Wed Aug 26 2015 21:14:10 GMT+0800 (China Standard Time),,s15w52,focus,
Wed Aug 26 2015 21:14:10 GMT+0800 (China Standard Time),,s16w1,focus,
Wed Aug 26 2015 21:14:11 GMT+0800 (China Standard Time),,s16w2,focus,
Wed Aug 26 2015 21:14:11 GMT+0800 (China Standard Time),,s16w3,focus,
Wed Aug 26 2015 21:14:11 GMT+0800 (China Standard Time),,s16w4,focus,
Wed Aug 26 2015 21:14:12 GMT+0800 (China Standard Time),,s16w5,focus,
Wed Aug 26 2015 21:14:15 GMT+0800 (China Standard Time),,s16w4,focus,
Wed Aug 26 2015 21:14:15 GMT+0800 (China Standard Time),,s16w4,focus,
Wed Aug 26 2015 21:14:16 GMT+0800 (China Standard Time),,s16w4,label,"A"
Wed Aug 26 2015 21:14:17 GMT+0800 (China Standard Time),,s16w5,focus,
Wed Aug 26 2015 21:14:18 GMT+0800 (China Standard Time),,s16w6,focus,
Wed Aug 26 2015 21:14:18 GMT+0800 (China Standard Time),,s16w7,focus,
Wed Aug 26 2015 21:14:19 GMT+0800 (China Standard Time),,s16w8,focus,
Wed Aug 26 2015 21:14:19 GMT+0800 (China Standard Time),,s16w9,focus,
Wed Aug 26 2015 21:14:19 GMT+0800 (China Standard Time),,s16w10,focus,
Wed Aug 26 2015 21:14:20 GMT+0800 (China Standard Time),,s16w11,focus,
Wed Aug 26 2015 21:14:21 GMT+0800 (China Standard Time),,s16w12,focus,
Wed Aug 26 2015 21:14:21 GMT+0800 (China Standard Time),,s16w13,focus,
Wed Aug 26 2015 21:14:21 GMT+0800 (China Standard Time),,s16w14,focus,
Wed Aug 26 2015 21:14:21 GMT+0800 (China Standard Time),,s16w15,focus,
Wed Aug 26 2015 21:14:22 GMT+0800 (China Standard Time),,s16w16,focus,
Wed Aug 26 2015 21:14:22 GMT+0800 (China Standard Time),,s16w17,focus,
Wed Aug 26 2015 21:14:23 GMT+0800 (China Standard Time),,s16w18,focus,
Wed Aug 26 2015 21:14:24 GMT+0800 (China Standard Time),,s16w19,focus,
Wed Aug 26 2015 21:14:25 GMT+0800 (China Standard Time),,s16w20,focus,
Wed Aug 26 2015 21:14:25 GMT+0800 (China Standard Time),,s16w21,focus,
Wed Aug 26 2015 21:14:26 GMT+0800 (China Standard Time),,s16w22,focus,
Wed Aug 26 2015 21:14:26 GMT+0800 (China Standard Time),,s16w23,focus,
Wed Aug 26 2015 21:14:28 GMT+0800 (China Standard Time),,s16w24,focus,
Wed Aug 26 2015 21:14:29 GMT+0800 (China Standard Time),,s16w25,focus,
Wed Aug 26 2015 21:14:29 GMT+0800 (China Standard Time),,s16w26,focus,
Wed Aug 26 2015 21:14:29 GMT+0800 (China Standard Time),,s16w27,focus,
Wed Aug 26 2015 21:14:30 GMT+0800 (China Standard Time),,s16w28,focus,
Wed Aug 26 2015 21:14:30 GMT+0800 (China Standard Time),,s16w29,focus,
Wed Aug 26 2015 21:14:30 GMT+0800 (China Standard Time),,s16w30,focus,
Wed Aug 26 2015 21:14:30 GMT+0800 (China Standard Time),,s16w31,focus,
Wed Aug 26 2015 21:14:31 GMT+0800 (China Standard Time),,s16w32,focus,
Wed Aug 26 2015 21:14:31 GMT+0800 (China Standard Time),,s17w1,focus,
Wed Aug 26 2015 21:14:31 GMT+0800 (China Standard Time),,s17w2,focus,
Wed Aug 26 2015 21:14:32 GMT+0800 (China Standard Time),,s17w3,focus,
Wed Aug 26 2015 21:14:34 GMT+0800 (China Standard Time),,s17w2,focus,
Wed Aug 26 2015 21:14:34 GMT+0800 (China Standard Time),,s17w2,focus,
Wed Aug 26 2015 21:14:35 GMT+0800 (China Standard Time),,s17w2,label,","
Wed Aug 26 2015 21:14:35 GMT+0800 (China Standard Time),,s17w3,focus,
Wed Aug 26 2015 21:14:36 GMT+0800 (China Standard Time),,s17w4,focus,
Wed Aug 26 2015 21:14:36 GMT+0800 (China Standard Time),,s17w5,focus,
Wed Aug 26 2015 21:14:37 GMT+0800 (China Standard Time),,s17w6,focus,
Wed Aug 26 2015 21:14:37 GMT+0800 (China Standard Time),,s17w7,focus,
Wed Aug 26 2015 21:14:37 GMT+0800 (China Standard Time),,s17w8,focus,
Wed Aug 26 2015 21:14:37 GMT+0800 (China Standard Time),,s17w9,focus,
Wed Aug 26 2015 21:14:38 GMT+0800 (China Standard Time),,s17w10,focus,
Wed Aug 26 2015 21:14:38 GMT+0800 (China Standard Time),,s17w11,focus,
Wed Aug 26 2015 21:14:38 GMT+0800 (China Standard Time),,s17w12,focus,
Wed Aug 26 2015 21:14:39 GMT+0800 (China Standard Time),,s17w13,focus,
Wed Aug 26 2015 21:14:39 GMT+0800 (China Standard Time),,s17w14,focus,
Wed Aug 26 2015 21:14:39 GMT+0800 (China Standard Time),,s17w15,focus,
Wed Aug 26 2015 21:14:40 GMT+0800 (China Standard Time),,s17w16,focus,
Wed Aug 26 2015 21:14:41 GMT+0800 (China Standard Time),,s17w17,focus,
Wed Aug 26 2015 21:14:41 GMT+0800 (China Standard Time),,s17w18,focus,
Wed Aug 26 2015 21:14:41 GMT+0800 (China Standard Time),,s17w19,focus,
Wed Aug 26 2015 21:14:44 GMT+0800 (China Standard Time),,s18w1,focus,
Wed Aug 26 2015 21:14:44 GMT+0800 (China Standard Time),,s18w1,focus,
Wed Aug 26 2015 21:14:44 GMT+0800 (China Standard Time),,s18w2,focus,
Wed Aug 26 2015 21:14:45 GMT+0800 (China Standard Time),,s18w3,focus,
Wed Aug 26 2015 21:14:45 GMT+0800 (China Standard Time),,s18w4,focus,
Wed Aug 26 2015 21:14:45 GMT+0800 (China Standard Time),,s18w5,focus,
