Wed Aug 26 2015 21:17:07 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Wed Aug 26 2015 21:19:20 GMT+0800 (China Standard Time),,s5w58,focus,
Wed Aug 26 2015 21:19:21 GMT+0800 (China Standard Time),,s5w59,focus,
Wed Aug 26 2015 21:19:21 GMT+0800 (China Standard Time),,s5w60,focus,
Wed Aug 26 2015 21:19:21 GMT+0800 (China Standard Time),,s5w61,focus,
Wed Aug 26 2015 21:19:22 GMT+0800 (China Standard Time),,s5w62,focus,
Wed Aug 26 2015 21:19:22 GMT+0800 (China Standard Time),,s5w63,focus,
Wed Aug 26 2015 21:19:22 GMT+0800 (China Standard Time),,s5w64,focus,
Wed Aug 26 2015 21:19:23 GMT+0800 (China Standard Time),,s5w65,focus,
Wed Aug 26 2015 21:19:23 GMT+0800 (China Standard Time),,s5w66,focus,
Wed Aug 26 2015 21:19:24 GMT+0800 (China Standard Time),,s5w66,label,"^"
Wed Aug 26 2015 21:19:25 GMT+0800 (China Standard Time),,s5w67,focus,
Wed Aug 26 2015 21:19:25 GMT+0800 (China Standard Time),,s5w68,focus,
Wed Aug 26 2015 21:19:26 GMT+0800 (China Standard Time),,s5w69,focus,
Wed Aug 26 2015 21:19:26 GMT+0800 (China Standard Time),,s5w70,focus,
Wed Aug 26 2015 21:19:27 GMT+0800 (China Standard Time),,s5w71,focus,
Wed Aug 26 2015 21:19:28 GMT+0800 (China Standard Time),,s5w71,label,"^"
Wed Aug 26 2015 21:19:28 GMT+0800 (China Standard Time),,s5w72,focus,
Wed Aug 26 2015 21:19:28 GMT+0800 (China Standard Time),,s5w73,focus,
Wed Aug 26 2015 21:19:29 GMT+0800 (China Standard Time),,s5w74,focus,
Wed Aug 26 2015 21:19:29 GMT+0800 (China Standard Time),,s5w75,focus,
Wed Aug 26 2015 21:19:29 GMT+0800 (China Standard Time),,s5w76,focus,
Wed Aug 26 2015 21:19:30 GMT+0800 (China Standard Time),,s5w77,focus,
Wed Aug 26 2015 21:19:30 GMT+0800 (China Standard Time),,s5w78,focus,
Wed Aug 26 2015 21:19:31 GMT+0800 (China Standard Time),,s5w78,label,"^"
Wed Aug 26 2015 21:19:31 GMT+0800 (China Standard Time),,s5w79,focus,
Wed Aug 26 2015 21:19:31 GMT+0800 (China Standard Time),,s5w80,focus,
Wed Aug 26 2015 21:19:32 GMT+0800 (China Standard Time),,s5w81,focus,
Wed Aug 26 2015 21:19:32 GMT+0800 (China Standard Time),,s5w82,focus,
Wed Aug 26 2015 21:19:32 GMT+0800 (China Standard Time),,s5w83,focus,
Wed Aug 26 2015 21:19:33 GMT+0800 (China Standard Time),,s5w84,focus,
Wed Aug 26 2015 21:19:33 GMT+0800 (China Standard Time),,s5w85,focus,
Wed Aug 26 2015 21:19:33 GMT+0800 (China Standard Time),,s5w86,focus,
Wed Aug 26 2015 21:19:34 GMT+0800 (China Standard Time),,s5w87,focus,
Wed Aug 26 2015 21:19:34 GMT+0800 (China Standard Time),,s5w88,focus,
Wed Aug 26 2015 21:19:34 GMT+0800 (China Standard Time),,s5w89,focus,
Wed Aug 26 2015 21:19:34 GMT+0800 (China Standard Time),,s5w90,focus,
Wed Aug 26 2015 21:19:35 GMT+0800 (China Standard Time),,s5w91,focus,
Wed Aug 26 2015 21:19:35 GMT+0800 (China Standard Time),,s5w92,focus,
Wed Aug 26 2015 21:19:35 GMT+0800 (China Standard Time),,s5w93,focus,
Wed Aug 26 2015 21:19:36 GMT+0800 (China Standard Time),,s5w94,focus,
Wed Aug 26 2015 21:19:36 GMT+0800 (China Standard Time),,s5w95,focus,
Wed Aug 26 2015 21:19:37 GMT+0800 (China Standard Time),,s5w96,focus,
Wed Aug 26 2015 21:19:37 GMT+0800 (China Standard Time),,s5w97,focus,
Wed Aug 26 2015 21:19:38 GMT+0800 (China Standard Time),,s5w98,focus,
Wed Aug 26 2015 21:19:38 GMT+0800 (China Standard Time),,s5w99,focus,
Wed Aug 26 2015 21:19:38 GMT+0800 (China Standard Time),,s5w100,focus,
Wed Aug 26 2015 21:19:38 GMT+0800 (China Standard Time),,s5w101,focus,
Wed Aug 26 2015 21:19:38 GMT+0800 (China Standard Time),,s5w102,focus,
Wed Aug 26 2015 21:19:38 GMT+0800 (China Standard Time),,s5w103,focus,
Wed Aug 26 2015 21:19:39 GMT+0800 (China Standard Time),,s5w104,focus,
Wed Aug 26 2015 21:19:39 GMT+0800 (China Standard Time),,s5w105,focus,
Wed Aug 26 2015 21:19:39 GMT+0800 (China Standard Time),,s5w106,focus,
Wed Aug 26 2015 21:19:39 GMT+0800 (China Standard Time),,s5w107,focus,
Wed Aug 26 2015 21:19:40 GMT+0800 (China Standard Time),,s5w108,focus,
Wed Aug 26 2015 21:19:40 GMT+0800 (China Standard Time),,s5w109,focus,
Wed Aug 26 2015 21:19:40 GMT+0800 (China Standard Time),,s5w110,focus,
Wed Aug 26 2015 21:19:41 GMT+0800 (China Standard Time),,s5w111,focus,
Wed Aug 26 2015 21:19:41 GMT+0800 (China Standard Time),,s5w112,focus,
Wed Aug 26 2015 21:19:41 GMT+0800 (China Standard Time),,s5w113,focus,
Wed Aug 26 2015 21:19:41 GMT+0800 (China Standard Time),,s5w114,focus,
Wed Aug 26 2015 21:19:42 GMT+0800 (China Standard Time),,s5w115,focus,
Wed Aug 26 2015 21:19:42 GMT+0800 (China Standard Time),,s5w116,focus,
Wed Aug 26 2015 21:19:42 GMT+0800 (China Standard Time),,s5w117,focus,
Wed Aug 26 2015 21:19:42 GMT+0800 (China Standard Time),,s5w118,focus,
Wed Aug 26 2015 21:19:43 GMT+0800 (China Standard Time),,s5w119,focus,
Wed Aug 26 2015 21:19:43 GMT+0800 (China Standard Time),,s5w120,focus,
Wed Aug 26 2015 21:19:43 GMT+0800 (China Standard Time),,s5w121,focus,
Wed Aug 26 2015 21:19:44 GMT+0800 (China Standard Time),,s5w122,focus,
Wed Aug 26 2015 21:19:44 GMT+0800 (China Standard Time),,s5w123,focus,
Wed Aug 26 2015 21:19:44 GMT+0800 (China Standard Time),,s5w124,focus,
Wed Aug 26 2015 21:19:44 GMT+0800 (China Standard Time),,s5w125,focus,
Wed Aug 26 2015 21:19:45 GMT+0800 (China Standard Time),,s5w126,focus,
Wed Aug 26 2015 21:19:45 GMT+0800 (China Standard Time),,s5w127,focus,
Wed Aug 26 2015 21:19:45 GMT+0800 (China Standard Time),,s5w128,focus,
Wed Aug 26 2015 21:19:45 GMT+0800 (China Standard Time),,s5w129,focus,
Wed Aug 26 2015 21:19:46 GMT+0800 (China Standard Time),,s5w130,focus,
Wed Aug 26 2015 21:19:46 GMT+0800 (China Standard Time),,s5w131,focus,
Wed Aug 26 2015 21:19:46 GMT+0800 (China Standard Time),,s5w132,focus,
Wed Aug 26 2015 21:19:47 GMT+0800 (China Standard Time),,s5w133,focus,
Wed Aug 26 2015 21:19:48 GMT+0800 (China Standard Time),,s5w134,focus,
Wed Aug 26 2015 21:19:48 GMT+0800 (China Standard Time),,s5w135,focus,
Wed Aug 26 2015 21:19:48 GMT+0800 (China Standard Time),,s5w136,focus,
Wed Aug 26 2015 21:19:48 GMT+0800 (China Standard Time),,s5w137,focus,
Wed Aug 26 2015 21:19:49 GMT+0800 (China Standard Time),,s5w138,focus,
Wed Aug 26 2015 21:19:49 GMT+0800 (China Standard Time),,s5w139,focus,
Wed Aug 26 2015 21:19:49 GMT+0800 (China Standard Time),,s5w140,focus,
Wed Aug 26 2015 21:19:51 GMT+0800 (China Standard Time),,s5w140,label,"^"
Wed Aug 26 2015 21:19:51 GMT+0800 (China Standard Time),,s5w141,focus,
Wed Aug 26 2015 21:19:51 GMT+0800 (China Standard Time),,s5w142,focus,
Wed Aug 26 2015 21:19:52 GMT+0800 (China Standard Time),,s5w143,focus,
Wed Aug 26 2015 21:19:53 GMT+0800 (China Standard Time),,s5w144,focus,
Wed Aug 26 2015 21:19:53 GMT+0800 (China Standard Time),,s5w145,focus,
Wed Aug 26 2015 21:19:53 GMT+0800 (China Standard Time),,s5w146,focus,
Wed Aug 26 2015 21:19:54 GMT+0800 (China Standard Time),,s5w147,focus,
Wed Aug 26 2015 21:19:54 GMT+0800 (China Standard Time),,s5w148,focus,
Wed Aug 26 2015 21:19:55 GMT+0800 (China Standard Time),,s5w149,focus,
Wed Aug 26 2015 21:19:55 GMT+0800 (China Standard Time),,s5w150,focus,
Wed Aug 26 2015 21:19:55 GMT+0800 (China Standard Time),,s5w151,focus,
Wed Aug 26 2015 21:19:56 GMT+0800 (China Standard Time),,s5w152,focus,
Wed Aug 26 2015 21:19:56 GMT+0800 (China Standard Time),,s5w153,focus,
Wed Aug 26 2015 21:19:56 GMT+0800 (China Standard Time),,s5w154,focus,
Wed Aug 26 2015 21:19:57 GMT+0800 (China Standard Time),,s5w155,focus,
Wed Aug 26 2015 21:19:57 GMT+0800 (China Standard Time),,s5w156,focus,
Wed Aug 26 2015 21:19:57 GMT+0800 (China Standard Time),,s5w157,focus,
Wed Aug 26 2015 21:19:58 GMT+0800 (China Standard Time),,s5w158,focus,
Wed Aug 26 2015 21:19:58 GMT+0800 (China Standard Time),,s5w159,focus,
Wed Aug 26 2015 21:19:58 GMT+0800 (China Standard Time),,s5w160,focus,
Wed Aug 26 2015 21:19:58 GMT+0800 (China Standard Time),,s5w161,focus,
Wed Aug 26 2015 21:19:59 GMT+0800 (China Standard Time),,s5w162,focus,
Wed Aug 26 2015 21:19:59 GMT+0800 (China Standard Time),,s5w163,focus,
Wed Aug 26 2015 21:19:59 GMT+0800 (China Standard Time),,s5w164,focus,
Wed Aug 26 2015 21:20:00 GMT+0800 (China Standard Time),,s5w165,focus,
Wed Aug 26 2015 21:20:00 GMT+0800 (China Standard Time),,s5w166,focus,
Wed Aug 26 2015 21:20:00 GMT+0800 (China Standard Time),,s5w167,focus,
Wed Aug 26 2015 21:20:01 GMT+0800 (China Standard Time),,s5w168,focus,
Wed Aug 26 2015 21:20:01 GMT+0800 (China Standard Time),,s5w169,focus,
Wed Aug 26 2015 21:20:01 GMT+0800 (China Standard Time),,s5w170,focus,
Wed Aug 26 2015 21:20:02 GMT+0800 (China Standard Time),,s5w171,focus,
Wed Aug 26 2015 21:20:02 GMT+0800 (China Standard Time),,s5w172,focus,
Wed Aug 26 2015 21:20:02 GMT+0800 (China Standard Time),,s5w173,focus,
Wed Aug 26 2015 21:20:03 GMT+0800 (China Standard Time),,s5w174,focus,
Wed Aug 26 2015 21:20:04 GMT+0800 (China Standard Time),,s5w175,focus,
Wed Aug 26 2015 21:20:04 GMT+0800 (China Standard Time),,s5w176,focus,
Wed Aug 26 2015 21:20:04 GMT+0800 (China Standard Time),,s5w177,focus,
Wed Aug 26 2015 21:20:05 GMT+0800 (China Standard Time),,s5w178,focus,
Wed Aug 26 2015 21:20:05 GMT+0800 (China Standard Time),,s5w179,focus,
Wed Aug 26 2015 21:20:05 GMT+0800 (China Standard Time),,s5w180,focus,
Wed Aug 26 2015 21:20:05 GMT+0800 (China Standard Time),,s5w181,focus,
Wed Aug 26 2015 21:20:06 GMT+0800 (China Standard Time),,s5w182,focus,
Wed Aug 26 2015 21:20:06 GMT+0800 (China Standard Time),,s5w183,focus,
Wed Aug 26 2015 21:20:07 GMT+0800 (China Standard Time),,s5w184,focus,
Wed Aug 26 2015 21:20:07 GMT+0800 (China Standard Time),,s5w185,focus,
Wed Aug 26 2015 21:20:07 GMT+0800 (China Standard Time),,s5w186,focus,
Wed Aug 26 2015 21:20:08 GMT+0800 (China Standard Time),,s5w187,focus,
Wed Aug 26 2015 21:20:09 GMT+0800 (China Standard Time),,s5w186,focus,
Wed Aug 26 2015 21:20:09 GMT+0800 (China Standard Time),,s5w186,focus,
Wed Aug 26 2015 21:20:11 GMT+0800 (China Standard Time),,s5w186,label,"^"
Wed Aug 26 2015 21:20:11 GMT+0800 (China Standard Time),,s5w187,focus,
Wed Aug 26 2015 21:20:11 GMT+0800 (China Standard Time),,s5w188,focus,
Wed Aug 26 2015 21:20:12 GMT+0800 (China Standard Time),,s5w189,focus,
Wed Aug 26 2015 21:20:13 GMT+0800 (China Standard Time),,s5w190,focus,
Wed Aug 26 2015 21:20:13 GMT+0800 (China Standard Time),,s5w191,focus,
Wed Aug 26 2015 21:20:14 GMT+0800 (China Standard Time),,s5w192,focus,
Wed Aug 26 2015 21:20:14 GMT+0800 (China Standard Time),,s6w1,focus,
Wed Aug 26 2015 21:20:14 GMT+0800 (China Standard Time),,s6w2,focus,
Wed Aug 26 2015 21:20:15 GMT+0800 (China Standard Time),,s6w3,focus,
Wed Aug 26 2015 21:20:15 GMT+0800 (China Standard Time),,s6w4,focus,
Wed Aug 26 2015 21:20:15 GMT+0800 (China Standard Time),,s6w5,focus,
Wed Aug 26 2015 21:20:15 GMT+0800 (China Standard Time),,s6w6,focus,
Wed Aug 26 2015 21:20:16 GMT+0800 (China Standard Time),,s6w7,focus,
Wed Aug 26 2015 21:20:16 GMT+0800 (China Standard Time),,s6w8,focus,
Wed Aug 26 2015 21:20:16 GMT+0800 (China Standard Time),,s6w9,focus,
Wed Aug 26 2015 21:20:17 GMT+0800 (China Standard Time),,s6w10,focus,
Wed Aug 26 2015 21:20:18 GMT+0800 (China Standard Time),,s6w10,label,"^"
Wed Aug 26 2015 21:20:18 GMT+0800 (China Standard Time),,s6w11,focus,
Wed Aug 26 2015 21:20:20 GMT+0800 (China Standard Time),,s6w12,focus,
Wed Aug 26 2015 21:20:20 GMT+0800 (China Standard Time),,s6w13,focus,
Wed Aug 26 2015 21:20:21 GMT+0800 (China Standard Time),,s6w14,focus,
Wed Aug 26 2015 21:20:21 GMT+0800 (China Standard Time),,s6w15,focus,
Wed Aug 26 2015 21:20:22 GMT+0800 (China Standard Time),,s6w16,focus,
Wed Aug 26 2015 21:20:22 GMT+0800 (China Standard Time),,s6w17,focus,
Wed Aug 26 2015 21:20:22 GMT+0800 (China Standard Time),,s6w18,focus,
Wed Aug 26 2015 21:20:23 GMT+0800 (China Standard Time),,s6w19,focus,
Wed Aug 26 2015 21:20:23 GMT+0800 (China Standard Time),,s6w20,focus,
Wed Aug 26 2015 21:20:23 GMT+0800 (China Standard Time),,s6w21,focus,
Wed Aug 26 2015 21:20:24 GMT+0800 (China Standard Time),,s6w22,focus,
Wed Aug 26 2015 21:20:24 GMT+0800 (China Standard Time),,s6w23,focus,
Wed Aug 26 2015 21:20:24 GMT+0800 (China Standard Time),,s6w24,focus,
Wed Aug 26 2015 21:20:25 GMT+0800 (China Standard Time),,s6w25,focus,
Wed Aug 26 2015 21:20:25 GMT+0800 (China Standard Time),,s6w26,focus,
Wed Aug 26 2015 21:20:25 GMT+0800 (China Standard Time),,s6w27,focus,
Wed Aug 26 2015 21:20:26 GMT+0800 (China Standard Time),,s6w28,focus,
Wed Aug 26 2015 21:20:26 GMT+0800 (China Standard Time),,s6w29,focus,
Wed Aug 26 2015 21:20:26 GMT+0800 (China Standard Time),,s6w30,focus,
Wed Aug 26 2015 21:20:27 GMT+0800 (China Standard Time),,s6w31,focus,
Wed Aug 26 2015 21:20:27 GMT+0800 (China Standard Time),,s6w32,focus,
Wed Aug 26 2015 21:20:27 GMT+0800 (China Standard Time),,s6w33,focus,
Wed Aug 26 2015 21:20:27 GMT+0800 (China Standard Time),,s6w34,focus,
Wed Aug 26 2015 21:20:28 GMT+0800 (China Standard Time),,s6w35,focus,
Wed Aug 26 2015 21:20:28 GMT+0800 (China Standard Time),,s6w36,focus,
Wed Aug 26 2015 21:20:28 GMT+0800 (China Standard Time),,s6w37,focus,
Wed Aug 26 2015 21:20:29 GMT+0800 (China Standard Time),,s6w38,focus,
Wed Aug 26 2015 21:20:29 GMT+0800 (China Standard Time),,s6w39,focus,
Wed Aug 26 2015 21:20:30 GMT+0800 (China Standard Time),,s6w39,label,"^"
Wed Aug 26 2015 21:20:30 GMT+0800 (China Standard Time),,s6w40,focus,
Wed Aug 26 2015 21:20:31 GMT+0800 (China Standard Time),,s6w41,focus,
Wed Aug 26 2015 21:20:32 GMT+0800 (China Standard Time),,s6w42,focus,
Wed Aug 26 2015 21:20:32 GMT+0800 (China Standard Time),,s6w43,focus,
Wed Aug 26 2015 21:20:32 GMT+0800 (China Standard Time),,s6w44,focus,
Wed Aug 26 2015 21:20:33 GMT+0800 (China Standard Time),,s6w45,focus,
Wed Aug 26 2015 21:20:33 GMT+0800 (China Standard Time),,s6w46,focus,
Wed Aug 26 2015 21:20:33 GMT+0800 (China Standard Time),,s6w47,focus,
Wed Aug 26 2015 21:20:34 GMT+0800 (China Standard Time),,s6w48,focus,
Wed Aug 26 2015 21:20:34 GMT+0800 (China Standard Time),,s6w49,focus,
Wed Aug 26 2015 21:20:35 GMT+0800 (China Standard Time),,s6w50,focus,
Wed Aug 26 2015 21:20:36 GMT+0800 (China Standard Time),,s6w51,focus,
Wed Aug 26 2015 21:20:36 GMT+0800 (China Standard Time),,s7w1,focus,
Wed Aug 26 2015 21:20:37 GMT+0800 (China Standard Time),,s7w1,label,"^"
Wed Aug 26 2015 21:20:38 GMT+0800 (China Standard Time),,s7w2,focus,
Wed Aug 26 2015 21:20:38 GMT+0800 (China Standard Time),,s7w3,focus,
Wed Aug 26 2015 21:20:39 GMT+0800 (China Standard Time),,s7w4,focus,
Wed Aug 26 2015 21:20:40 GMT+0800 (China Standard Time),,s8w1,focus,
Wed Aug 26 2015 21:20:41 GMT+0800 (China Standard Time),,s8w2,focus,
Wed Aug 26 2015 21:20:41 GMT+0800 (China Standard Time),,s8w3,focus,
Wed Aug 26 2015 21:20:42 GMT+0800 (China Standard Time),,s8w4,focus,
Wed Aug 26 2015 21:20:42 GMT+0800 (China Standard Time),,s8w5,focus,
Wed Aug 26 2015 21:20:42 GMT+0800 (China Standard Time),,s8w6,focus,
Wed Aug 26 2015 21:20:42 GMT+0800 (China Standard Time),,s8w7,focus,
Wed Aug 26 2015 21:20:43 GMT+0800 (China Standard Time),,s8w8,focus,
Wed Aug 26 2015 21:20:44 GMT+0800 (China Standard Time),,s8w8,label,"^"
Wed Aug 26 2015 21:20:44 GMT+0800 (China Standard Time),,s8w9,focus,
Wed Aug 26 2015 21:20:44 GMT+0800 (China Standard Time),,s8w10,focus,
Wed Aug 26 2015 21:20:45 GMT+0800 (China Standard Time),,s9w1,focus,
Wed Aug 26 2015 21:20:46 GMT+0800 (China Standard Time),,s9w2,focus,
Wed Aug 26 2015 21:20:46 GMT+0800 (China Standard Time),,s9w3,focus,
Wed Aug 26 2015 21:20:46 GMT+0800 (China Standard Time),,s9w4,focus,
Wed Aug 26 2015 21:20:46 GMT+0800 (China Standard Time),,s9w5,focus,
Wed Aug 26 2015 21:20:47 GMT+0800 (China Standard Time),,s9w6,focus,
Wed Aug 26 2015 21:20:47 GMT+0800 (China Standard Time),,s9w7,focus,
Wed Aug 26 2015 21:20:47 GMT+0800 (China Standard Time),,s9w8,focus,
Wed Aug 26 2015 21:20:48 GMT+0800 (China Standard Time),,s10w1,focus,
Wed Aug 26 2015 21:20:52 GMT+0800 (China Standard Time),,s9w8,focus,
Wed Aug 26 2015 21:20:52 GMT+0800 (China Standard Time),,s9w8,focus,
Wed Aug 26 2015 21:21:00 GMT+0800 (China Standard Time),,s9w8,label,","
Wed Aug 26 2015 21:21:01 GMT+0800 (China Standard Time),,s10w1,focus,
Wed Aug 26 2015 21:21:02 GMT+0800 (China Standard Time),,s10w2,focus,
Wed Aug 26 2015 21:21:02 GMT+0800 (China Standard Time),,s10w3,focus,
Wed Aug 26 2015 21:21:03 GMT+0800 (China Standard Time),,s10w4,focus,
Wed Aug 26 2015 21:21:03 GMT+0800 (China Standard Time),,s10w5,focus,
Wed Aug 26 2015 21:21:03 GMT+0800 (China Standard Time),,s10w6,focus,
Wed Aug 26 2015 21:21:04 GMT+0800 (China Standard Time),,s10w7,focus,
Wed Aug 26 2015 21:21:04 GMT+0800 (China Standard Time),,s11w1,focus,
Wed Aug 26 2015 21:21:07 GMT+0800 (China Standard Time),,s10w7,focus,
Wed Aug 26 2015 21:21:07 GMT+0800 (China Standard Time),,s10w7,focus,
Wed Aug 26 2015 21:21:10 GMT+0800 (China Standard Time),,s10w7,label,"U"
Wed Aug 26 2015 21:21:11 GMT+0800 (China Standard Time),,s11w1,focus,
Wed Aug 26 2015 21:21:12 GMT+0800 (China Standard Time),,s11w2,focus,
Wed Aug 26 2015 21:21:13 GMT+0800 (China Standard Time),,s11w3,focus,
Wed Aug 26 2015 21:21:13 GMT+0800 (China Standard Time),,s11w4,focus,
Wed Aug 26 2015 21:21:13 GMT+0800 (China Standard Time),,s11w5,focus,
Wed Aug 26 2015 21:21:14 GMT+0800 (China Standard Time),,s11w6,focus,
Wed Aug 26 2015 21:21:14 GMT+0800 (China Standard Time),,s11w7,focus,
Wed Aug 26 2015 21:21:14 GMT+0800 (China Standard Time),,s11w8,focus,
Wed Aug 26 2015 21:21:14 GMT+0800 (China Standard Time),,s11w9,focus,
Wed Aug 26 2015 21:21:15 GMT+0800 (China Standard Time),,s11w10,focus,
Wed Aug 26 2015 21:21:15 GMT+0800 (China Standard Time),,s11w11,focus,
Wed Aug 26 2015 21:21:15 GMT+0800 (China Standard Time),,s11w12,focus,
Wed Aug 26 2015 21:21:16 GMT+0800 (China Standard Time),,s11w13,focus,
Wed Aug 26 2015 21:21:16 GMT+0800 (China Standard Time),,s11w14,focus,
Wed Aug 26 2015 21:21:16 GMT+0800 (China Standard Time),,s11w15,focus,
Wed Aug 26 2015 21:21:16 GMT+0800 (China Standard Time),,s11w16,focus,
Wed Aug 26 2015 21:21:17 GMT+0800 (China Standard Time),,s11w17,focus,
Wed Aug 26 2015 21:21:17 GMT+0800 (China Standard Time),,s11w18,focus,
Wed Aug 26 2015 21:21:17 GMT+0800 (China Standard Time),,s11w19,focus,
Wed Aug 26 2015 21:21:17 GMT+0800 (China Standard Time),,s11w20,focus,
Wed Aug 26 2015 21:21:18 GMT+0800 (China Standard Time),,s11w21,focus,
Wed Aug 26 2015 21:21:18 GMT+0800 (China Standard Time),,s11w22,focus,
Wed Aug 26 2015 21:21:18 GMT+0800 (China Standard Time),,s11w23,focus,
Wed Aug 26 2015 21:21:18 GMT+0800 (China Standard Time),,s11w24,focus,
Wed Aug 26 2015 21:21:19 GMT+0800 (China Standard Time),,s11w25,focus,
Wed Aug 26 2015 21:21:19 GMT+0800 (China Standard Time),,s11w26,focus,
Wed Aug 26 2015 21:21:19 GMT+0800 (China Standard Time),,s11w27,focus,
Wed Aug 26 2015 21:21:20 GMT+0800 (China Standard Time),,s11w28,focus,
Wed Aug 26 2015 21:21:20 GMT+0800 (China Standard Time),,s11w29,focus,
Wed Aug 26 2015 21:21:22 GMT+0800 (China Standard Time),,s11w30,focus,
Wed Aug 26 2015 21:21:23 GMT+0800 (China Standard Time),,s11w31,focus,
Wed Aug 26 2015 21:21:24 GMT+0800 (China Standard Time),,s11w31,label,"U"
Wed Aug 26 2015 21:21:25 GMT+0800 (China Standard Time),,s11w32,focus,
Wed Aug 26 2015 21:21:26 GMT+0800 (China Standard Time),,s12w1,focus,
Wed Aug 26 2015 21:21:26 GMT+0800 (China Standard Time),,s12w2,focus,
Wed Aug 26 2015 21:21:26 GMT+0800 (China Standard Time),,s12w3,focus,
Wed Aug 26 2015 21:21:27 GMT+0800 (China Standard Time),,s12w4,focus,
Wed Aug 26 2015 21:21:27 GMT+0800 (China Standard Time),,s12w5,focus,
Wed Aug 26 2015 21:21:28 GMT+0800 (China Standard Time),,s12w5,label,"^"
Wed Aug 26 2015 21:21:28 GMT+0800 (China Standard Time),,s12w6,focus,
Wed Aug 26 2015 21:21:29 GMT+0800 (China Standard Time),,s12w7,focus,
Wed Aug 26 2015 21:21:29 GMT+0800 (China Standard Time),,s12w8,focus,
Wed Aug 26 2015 21:21:31 GMT+0800 (China Standard Time),,s12w9,focus,
Wed Aug 26 2015 21:21:31 GMT+0800 (China Standard Time),,s12w10,focus,
Wed Aug 26 2015 21:21:31 GMT+0800 (China Standard Time),,s12w11,focus,
Wed Aug 26 2015 21:21:32 GMT+0800 (China Standard Time),,s12w12,focus,
Wed Aug 26 2015 21:21:32 GMT+0800 (China Standard Time),,s12w13,focus,
Wed Aug 26 2015 21:21:42 GMT+0800 (China Standard Time),,,submitPage,
